"TH_T_U_UID_1","TH_T_U_UID_2"
146945,151203
146945,145992
146946,148182
146946,151203
146947,151203
146948,148182
146948,151325
146963,146092
146963,146087
146963,146068
146963,146089
146964,146183
146964,147904
146965,150803
146966,146012
146966,146049
146967,146189
146968,146558
146969,146631
146970,146984
146970,146089
146970,146983
146971,146029
146972,146049
146972,146012
146983,146970
146984,146970
146986,147009
146986,145995
146987,147125
146987,147167
146987,147163
146988,145997
146988,147166
146988,146126
146989,147011
146989,146702
146989,147012
146990,147166
146990,146126
146990,147044
146991,147009
146991,145995
146992,146611
146992,151263
146993,146650
146993,145997
146994,145995
146994,147009
146995,147166
146995,146126
146995,147010
146996,146126
146996,147083
146996,147166
146997,146126
146997,147166
146998,146126
146998,145997
146998,147166
146998,147004
146998,186177
146999,147166
146999,146126
146999,145997
147000,147103
147000,146126
147000,147166
147001,147166
147001,145997
147001,146126
147002,147011
147002,146418
147002,146795
147003,146709
147003,147044
147004,146126
147004,146998
147004,147166
147005,145997
147005,146126
147005,147166
147006,145997
147006,146126
147006,147166
147007,145997
147007,146126
147007,147166
147008,146126
147008,147044
147008,147166
147009,147010
147009,146991
147009,146994
147009,146986
147010,146659
147010,148947
147010,146415
147010,147169
147010,146018
147010,146509
147010,146507
147010,146506
147010,146009
147010,146393
147010,149489
147010,146639
147010,150210
147010,146026
147010,146995
147010,146027
147010,148948
147010,146505
147010,146561
147010,151223
147010,147167
147010,146687
147010,146611
147010,146734
147010,148965
147010,151243
147010,146622
147010,146798
147010,146625
147010,146349
147010,146411
147010,148966
147010,146709
147010,148205
147010,147168
147010,147166
147010,150010
147010,147009
147010,146829
147010,146621
147010,146623
147010,186176
147010,186171
147010,146624
147010,147164
147011,146795
147011,145992
147011,145994
147011,146411
147011,148776
147011,146766
147011,146989
147011,147012
147011,147314
147011,146418
147011,146406
147011,146702
147011,151245
147011,147002
147011,186208
147011,185824
147012,147011
147012,146989
147044,147008
147044,147166
147044,147003
147044,146990
147044,146709
147044,146126
147044,145997
147044,147184
147044,186247
147083,146146
147083,146996
147083,147878
147083,146126
147083,147166
147103,147000
147103,147185
147103,146625
147103,147125
147103,147166
147103,146624
147103,146126
147103,146621
147103,186173
147103,191430
147103,191431
147125,147103
147125,146623
147125,147167
147125,147163
147125,146987
147125,147169
147125,186029
147163,147125
147163,146987
147163,145997
147163,148739
147163,186175
147163,186129
147163,186083
147164,192358
147164,147010
147165,177998
147165,148252
147166,147083
147166,146995
147166,146990
147166,147010
147166,146999
147166,146988
147166,146996
147166,147184
147166,146997
147166,147103
147166,146998
147166,147008
147166,147000
147166,147001
147166,147004
147166,147005
147166,147044
147166,147006
147166,145997
147166,147007
147166,186179
147166,186178
147166,186180
147166,186247
147166,186274
147166,186172
147166,186177
147166,186173
147166,192358
147167,147010
147167,146987
147167,147125
147167,145997
147167,148739
147167,186175
147167,186129
147167,186083
147168,147010
147168,192358
147169,147125
147169,147010
147183,148187
147183,145986
147183,145984
147184,147044
147184,145997
147184,147166
147184,146126
147184,146709
147185,147204
147185,146017
147185,147203
147185,147103
147203,147185
147204,147185
147223,151265
147223,145995
147223,151325
147223,146885
147243,151325
147243,145995
147244,145995
147244,146886
147244,151325
147245,146886
147245,145995
147249,148187
147257,148187
147257,148192
147257,148193
147258,148187
147258,148192
147263,145999
147263,145992
147267,148205
147268,148205
147275,151204
147275,151189
147275,146007
147301,145997
147314,147011
147331,186029
147332,186029
147367,148187
147397,192358
147407,148188
147447,148205
147448,148205
147505,145992
147527,151225
147546,149105
147547,149105
147631,151325
147631,146000
147633,146000
147633,151325
147693,145997
147693,185788
147693,186129
147694,145997
147694,185788
147694,186129
147695,145997
147695,186129
147695,185788
147746,185788
147747,185788
147748,185788
147756,148205
147756,186121
147757,148205
147757,186121
147863,148205
147868,148205
147869,181881
147873,148205
147873,192358
147878,147083
147878,186247
147880,186276
147880,186275
147880,184826
147882,148186
147883,181869
147884,148186
147887,148205
147887,181881
147904,186174
147904,146964
147909,192358
148046,151324
148128,185788
148129,185788
148130,185788
148131,145997
148132,145997
148133,145997
148142,146000
148142,151325
148163,146027
148163,146026
148164,148947
148164,148948
148164,151443
148164,151444
148165,146330
148165,148948
148165,148947
148165,146009
148165,148712
148165,146393
148166,146336
148166,146337
148166,146330
148167,146336
148167,146337
148168,146336
148168,146337
148169,146336
148169,146337
148179,145988
148181,145988
148182,146946
148182,151183
148182,151184
148182,151186
148182,146948
148182,150745
148182,151185
148182,150744
148183,146323
148183,146008
148183,146608
148183,146607
148183,146324
148184,151388
148184,146323
148184,151389
148184,146008
148186,146150
148186,145997
148186,147882
148186,147884
148186,146152
148187,146732
148187,146866
148187,147257
148187,147258
148187,151164
148187,145986
148187,145984
148187,145985
148187,151165
148187,149559
148187,151509
148187,148928
148187,151166
148187,149455
148187,147183
148187,151163
148187,146755
148187,149457
148187,149387
148187,146687
148187,147249
148187,148193
148187,147367
148187,146611
148187,146841
148187,146840
148187,146708
148187,146710
148187,146612
148187,146709
148187,146585
148187,146684
148187,146636
148187,146613
148187,146683
148187,185991
148187,196184
148187,186082
148187,196183
148187,196180
148187,197139
148188,146636
148188,150130
148188,147407
148188,151123
148188,151124
148188,151125
148189,146636
148189,146585
148190,146841
148190,146840
148190,146585
148191,146710
148191,146709
148191,146708
148191,146636
148192,146636
148192,147257
148192,147258
148192,146683
148192,146684
148193,146636
148193,147257
148193,148187
148205,147873
148205,151365
148205,151363
148205,146141
148205,147267
148205,147268
148205,151344
148205,146155
148205,151364
148205,151343
148205,147757
148205,147868
148205,146136
148205,147756
148205,147448
148205,147447
148205,147010
148205,147863
148205,146130
148205,148283
148205,148284
148205,147887
148205,186121
148205,186172
148205,192358
148221,151225
148252,147165
148283,148205
148284,148205
148682,151225
148704,146566
148704,146565
148712,148165
148712,145990
148739,147163
148739,147167
148739,145997
148776,150663
148776,147011
148776,151225
148776,184785
148928,148187
148947,145990
148947,147010
148947,148164
148947,148165
148948,145990
148948,147010
148948,148164
148948,148165
148965,147010
148966,147010
149047,186023
149047,186024
149048,186024
149048,186023
149105,147546
149105,147547
149191,150983
149275,146004
149275,146001
149275,146003
149275,151325
149295,151204
149346,145992
149368,145996
149376,151189
149387,148187
149455,148187
149457,148187
149489,147010
149559,148187
149575,145992
150010,147010
150126,146051
150130,148188
150133,151263
150133,146709
150134,146826
150134,151225
150135,151225
150135,146826
150210,146625
150210,146624
150210,147010
150603,135106
150603,146923
150603,135760
150603,133318
150603,143469
150663,148776
150663,184785
150743,145992
150744,151324
150744,148182
150744,151325
150745,146000
150745,151325
150745,148182
150803,146965
150803,186208
150843,151325
150843,145995
150844,145995
150844,151325
150844,146886
150845,151325
150903,150945
150903,146026
150924,146108
150924,146068
150924,146103
150924,146066
150924,150929
150924,146107
150925,146068
150925,146103
150926,146068
150926,150943
150926,150929
150926,146066
150927,146115
150927,146101
150927,146100
150927,146103
150928,146115
150928,146068
150928,146103
150928,146104
150929,150926
150929,146027
150929,146026
150929,150924
150943,150926
150943,150945
150943,146026
150943,146027
150945,150947
150945,146012
150945,150943
150945,146088
150945,146090
150945,151463
150945,146091
150945,146092
150945,150903
150947,150945
150983,149191
151106,146336
151106,146355
151106,146337
151106,146763
151108,146355
151108,146340
151110,146409
151110,146763
151123,148188
151124,148188
151125,148188
151143,145998
151143,185876
151163,148187
151164,148187
151165,148187
151166,148187
151167,151168
151167,145998
151167,145986
151167,145985
151167,146840
151167,146841
151168,151167
151168,146841
151168,151169
151168,146840
151169,151168
151183,151203
151183,148182
151183,145992
151184,145992
151184,148182
151184,151203
151185,148182
151186,148182
151187,151204
151188,151204
151189,151487
151189,151484
151189,151485
151189,151488
151189,147275
151189,149376
151189,151486
151190,145992
151191,145992
151192,145992
151193,145992
151203,146947
151203,146696
151203,146697
151203,151183
151203,146945
151203,151184
151203,146946
151203,185800
151204,151187
151204,146945
151204,149295
151204,151188
151204,147275
151223,147010
151225,148776
151225,150135
151225,150134
151225,148682
151225,148221
151225,146826
151225,151244
151225,147527
151243,147010
151244,151225
151245,147011
151263,150133
151263,146709
151263,146992
151263,146611
151265,147223
151265,146027
151265,146506
151284,146360
151284,146336
151284,146337
151304,146336
151304,146337
151304,146027
151323,146337
151323,146336
151323,146027
151324,151388
151324,145994
151324,148046
151324,150744
151324,151389
151324,146323
151324,146008
151324,146324
151324,145988
151324,146471
151324,146469
151324,146359
151324,185988
151324,185987
151325,151386
151325,150845
151325,151384
151325,146689
151325,150844
151325,146336
151325,147223
151325,146700
151325,150843
151325,146736
151325,151383
151325,147244
151325,151385
151325,147631
151325,147243
151325,146027
151325,146026
151325,146337
151325,146469
151325,150744
151325,150745
151325,146948
151325,151387
151325,148142
151325,149275
151325,147633
151343,148205
151344,148205
151363,148205
151364,148205
151365,148205
151383,151325
151383,146003
151383,146002
151383,146001
151384,151325
151384,146003
151384,146002
151385,146000
151385,151325
151385,146001
151386,146000
151386,146001
151386,151325
151387,151325
151388,151324
151388,148184
151389,151324
151389,148184
151403,146007
151404,146007
151405,146007
151443,148164
151444,148164
151463,150945
151483,145999
151484,151189
151485,151189
151486,151189
151487,151189
151488,151189
151503,145999
151504,145999
151505,145999
151506,145999
151509,148187
151509,146759
151509,145999
151509,146757
151543,145996
151543,146650
151543,145997
153364,132079
153364,132279
153663,132298
153703,132333
153735,177741
153739,178844
153739,179466
153739,169543
153843,132516
153843,186488
153903,141142
153903,134209
153903,134622
153903,134623
153903,141143
153903,141141
154023,132468
154023,141152
154023,141153
154043,131632
154043,131591
154043,131607
154043,135902
154043,131721
154063,133366
154063,133326
154063,135295
154063,135305
154063,131555
154123,131986
162963,132972
162963,132193
162963,162964
162964,132229
162964,162963
162964,132269
162983,133585
162983,133612
163023,133843
163023,133872
163043,133331
163043,131576
163043,131577
163043,133332
163063,131576
163063,134737
163063,133331
163063,135672
163183,135341
163183,135347
163203,133644
165183,165184
165183,135276
165183,134391
165183,165185
165183,132060
165183,134227
165183,134298
165184,134227
165184,134298
165184,135276
165184,165183
165184,134391
165184,132060
165185,165183
165185,135276
165185,134391
165185,134298
165185,134227
165185,132060
165188,134594
165188,135341
165188,135347
165189,134316
165190,134323
165190,135249
165190,135376
165191,135415
165191,132676
165193,135905
165193,133676
165193,165194
165194,135905
165194,165193
166386,133254
166386,134997
169503,183628
169524,183612
169543,153739
171063,133075
171763,136562
172163,132870
172163,131544
172163,133038
172163,135169
172163,143504
172183,144964
172183,132146
172245,143605
172245,132625
172245,132226
172245,133017
172265,132650
172265,132656
172685,132515
172685,132529
172685,132601
172688,132515
172688,132529
172688,132601
173183,145555
173203,133906
173203,134740
175943,179476
175964,179054
175969,179456
175972,179507
176383,133028
176414,132287
176414,132289
176414,145515
176415,132289
176416,132289
177414,205773
177422,132898
177422,132666
177422,132718
177422,132901
177486,177558
177487,177581
177487,177582
177487,177583
177487,177580
177487,177579
177487,177558
177494,177584
177494,177585
177494,177586
177494,177587
177494,177588
177494,177589
177494,177583
177498,177593
177498,177589
177498,177591
177498,178723
177498,177590
177498,177570
177498,177592
177498,177594
177498,178722
177498,177561
177498,177600
177499,177594
177499,177595
177499,177596
177499,177597
177500,177602
177500,177598
177500,177599
177500,177603
177500,177631
177502,177589
177502,177590
177504,177590
177504,177560
177504,178999
177504,177589
177505,177561
177506,177561
177506,177570
177507,177570
177508,177595
177508,177593
177508,177594
177514,177568
177514,178999
177514,178696
177514,178695
177514,178830
177515,178696
177515,178691
177516,178691
177516,178692
177517,178692
177518,178692
177519,178692
177519,178693
177520,178693
177522,178688
177522,178693
177522,177612
177523,178690
177523,178689
177523,178688
177524,178685
177524,178690
177525,178685
177526,178685
177526,178687
177526,178686
177526,178827
177527,178687
177528,178682
177528,178687
177528,178997
177529,178682
177529,178828
177530,178682
177530,178683
177531,178684
177531,178683
177532,178684
177533,178833
177533,177534
177533,178684
177534,178684
177534,177533
177534,178679
177534,178833
177535,178679
177535,178680
177535,179005
177535,178914
177536,178680
177538,178676
177538,177611
177538,178680
177538,178681
177540,177610
177540,178676
177540,178677
177541,178916
177541,178678
177541,178677
177541,177610
177541,178926
177543,178675
177543,178678
177544,178678
177545,178675
177546,178929
177546,178675
177547,178675
177547,178674
177547,178929
177548,177634
177548,178930
177548,178673
177548,178931
177548,178674
177549,177634
177549,178932
177550,177634
177550,177633
177551,177608
177551,178934
177551,177633
177551,178935
177551,178936
177551,177632
177552,177608
177553,177608
177553,177603
177554,177603
177554,177607
177554,178937
177554,177608
177555,177607
177556,177607
177556,177617
177556,178938
177556,177602
177556,177629
177557,177631
177557,177630
177557,177607
177557,177606
177557,177617
177557,178940
177558,177487
177558,177486
177560,177504
177561,177498
177561,177506
177561,177505
177565,178686
177565,178829
177565,178687
177568,178831
177568,177514
177568,178695
177568,178081
177568,178830
177570,177498
177570,177506
177570,177507
177573,177598
177573,177620
177573,177597
177574,177589
177574,177585
177574,177586
177574,177587
177574,177588
177575,177595
177575,177596
177577,177595
177578,178690
177578,178689
177578,178686
177578,178685
177579,177487
177580,177487
177581,177487
177582,177487
177583,177487
177583,177494
177584,177494
177585,177574
177585,178026
177585,177494
177586,177494
177586,177574
177586,178026
177587,177494
177587,178026
177587,177574
177588,177494
177588,178026
177588,177574
177589,177502
177589,177494
177589,178026
177589,177498
177589,177574
177589,177504
177590,177624
177590,177502
177590,178026
177590,177504
177590,177498
177591,177498
177591,177624
177592,177624
177592,177498
177593,177508
177593,177624
177593,177628
177593,177498
177594,177508
177594,177498
177594,177628
177594,177499
177595,177499
177595,177577
177595,177508
177595,177628
177595,177575
177596,177575
177596,177499
177596,177625
177597,177573
177597,177499
177598,177500
177598,177557
177598,177629
177598,177573
177599,177557
177599,177500
177600,177498
177602,177617
177602,177500
177602,177629
177602,177556
177603,179013
177603,177500
177603,178937
177603,177554
177603,177553
177606,177630
177607,178938
177607,178912
177607,177555
177607,177556
177607,177554
177607,177617
177607,178940
177608,178912
177608,178937
177608,177553
177608,177551
177608,177552
177608,177554
177608,177620
177608,178913
177610,177541
177610,177540
177610,178895
177611,177538
177612,177522
177617,178834
177617,177556
177617,177607
177617,177557
177617,177602
177618,178693
177618,178690
177618,178688
177618,178689
177619,178676
177619,178680
177619,178681
177620,177632
177620,177608
177620,177573
177624,177593
177624,177592
177624,177591
177624,177590
177625,177634
177625,177596
177628,177594
177628,177595
177628,177593
177629,177598
177629,177556
177629,177602
177630,177606
177630,177557
177630,177631
177631,177500
177631,177557
177631,177630
177632,177620
177632,178936
177632,177551
177632,178935
177632,178913
177633,177551
177633,178933
177633,177635
177633,178932
177633,177550
177633,178934
177634,177635
177634,177549
177634,177548
177634,178931
177634,177550
177634,177625
177635,178673
177635,177634
177635,177633
177654,181228
177654,181227
177657,202753
177657,202752
177657,202754
177657,202755
177741,153735
177807,134530
177998,147165
178026,177585
178026,177590
178026,177588
178026,177587
178026,177586
178026,177589
178030,178676
178030,179006
178031,178678
178033,178687
178034,178687
178034,178682
178035,178683
178035,178682
178036,178683
178037,178684
178037,178683
178038,178679
178038,178684
178039,178680
178039,178679
178041,178685
178042,178687
178042,178685
178042,178686
178045,178701
178046,178701
178048,178702
178049,178702
178050,178702
178050,178697
178052,178698
178053,178698
178054,178699
178054,178698
178055,178699
178056,178699
178058,178694
178058,178699
178059,178695
178059,178694
178060,178695
178061,178695
178062,178696
178062,178695
178063,178696
178065,178696
178066,178696
178066,178691
178067,178691
178068,178692
178068,178691
178069,178692
178070,178693
178070,178692
178070,178688
178071,178689
178071,178688
178073,178689
178073,178690
178074,178690
178075,178690
178077,178681
178077,178676
178077,179006
178078,178678
178079,178680
178080,178680
178080,178681
178081,178695
178081,177568
178081,178831
178093,178702
178127,178130
178129,185109
178130,178127
178411,178613
178413,133075
178414,133628
178414,135802
178414,182369
178414,133491
178575,179477
178613,178411
178656,178754
178656,178755
178657,178758
178657,178757
178657,178755
178657,178756
178658,178764
178658,178762
178658,178765
178658,178763
178658,178758
178658,178761
178658,178766
178658,178759
178658,178760
178659,178767
178659,178766
178660,178768
178660,178767
178660,178769
178660,178770
178661,178769
178661,178772
178661,178775
178661,178776
178661,178770
178661,178771
178661,178773
178661,178774
178673,177548
178673,177635
178673,178931
178673,178930
178674,178930
178674,177547
178674,178929
178674,177548
178675,177546
178675,177547
178675,177545
178675,178929
178675,177543
178676,178077
178676,177538
178676,177619
178676,177540
178676,178030
178677,177540
178677,177541
178678,178078
178678,177541
178678,177543
178678,178031
178678,177544
178679,178039
178679,177535
178679,178038
178679,177534
178679,178914
178680,178914
178680,177535
178680,177538
178680,177619
178680,178039
178680,178080
178680,177536
178680,178079
178681,177619
178681,178080
178681,178077
178681,177538
178682,177529
178682,178997
178682,178034
178682,177530
178682,177528
178682,178035
178683,178037
178683,178036
178683,178035
178683,177530
178683,177531
178684,178037
178684,177532
178684,177531
178684,177534
178684,177533
178684,178038
178685,177578
178685,178041
178685,177524
178685,177526
178685,177525
178686,177526
178686,177578
178686,177565
178687,178034
178687,178033
178687,178042
178687,177526
178687,177528
178687,177527
178687,177565
178688,177522
178688,177523
178688,177618
178688,178070
178688,178071
178689,177578
178689,177523
178689,178073
178689,177618
178689,178071
178690,177618
178690,178075
178690,177523
178690,177524
178690,178073
178690,178074
178690,177578
178691,178067
178691,178066
178691,178068
178691,177515
178691,178042
178691,177516
178691,206859
178692,178069
178692,178068
178692,177516
178692,177519
178692,178070
178692,177518
178692,177517
178692,178042
178693,177519
178693,178070
178693,177522
178693,177618
178693,177520
178694,178059
178694,178058
178695,177514
178695,178081
178695,177568
178695,178060
178695,178061
178695,178062
178695,178059
178696,178063
178696,178065
178696,178066
178696,178062
178696,177515
178696,177514
178697,178822
178697,178050
178698,178052
178698,178054
178698,178822
178698,178053
178699,178055
178699,178058
178699,178054
178699,178823
178699,178056
178700,206854
178700,206853
178701,178045
178701,178821
178701,178046
178701,206855
178702,178049
178702,178048
178702,178093
178702,178821
178702,178050
178715,178812
178715,178813
178715,178817
178715,178818
178715,178824
178715,178825
178715,178820
178715,178816
178716,178820
178718,178774
178718,178781
178718,178780
178718,178777
178718,178778
178718,178779
178719,178781
178719,178795
178719,178782
178719,178796
178719,178791
178719,178797
178719,178789
178719,178793
178719,178783
178719,178792
178719,178784
178719,178785
178719,178786
178719,178787
178719,178790
178719,178788
178719,178794
178720,178806
178720,178795
178720,178798
178720,178800
178720,178801
178720,178802
178720,178826
178720,178803
178720,178813
178720,178805
178720,178807
178720,178808
178720,178809
178720,178810
178720,178811
178720,178815
178720,178812
178720,178814
178720,178804
178722,177498
178723,177498
178754,178656
178755,178656
178755,178657
178756,178657
178757,178657
178758,178657
178758,178658
178759,178658
178760,178658
178761,178658
178762,178658
178763,178658
178764,178658
178765,178658
178766,178658
178766,178659
178767,178659
178767,178660
178768,178660
178769,178661
178769,178660
178770,178660
178770,178661
178771,178661
178772,178661
178773,178661
178774,178718
178774,178661
178775,178661
178776,178661
178777,178718
178778,178718
178779,178718
178780,178718
178781,178718
178781,178719
178782,178719
178783,178719
178784,178719
178785,178719
178786,178719
178787,178719
178788,178719
178789,178719
178790,178719
178791,178719
178792,178719
178793,178719
178794,178719
178795,178720
178795,178719
178796,178719
178797,178719
178798,178720
178800,178720
178801,178720
178802,178720
178803,178720
178804,178720
178805,178720
178806,178720
178807,178720
178808,178720
178809,178720
178810,178720
178811,178720
178812,178715
178812,178720
178813,178715
178813,178720
178814,178720
178815,178720
178816,178715
178817,178715
178818,178715
178820,178715
178820,178716
178821,178701
178821,178702
178822,178698
178822,178697
178823,178699
178824,178715
178825,178715
178826,178720
178827,177526
178828,177529
178829,177565
178830,177568
178830,177514
178831,177568
178831,178081
178833,177534
178833,177533
178834,177617
178844,153739
178856,182500
178895,177610
178912,177608
178912,177607
178913,177608
178913,177632
178914,178679
178914,178680
178914,177535
178916,177541
178926,177541
178929,177547
178929,177546
178929,178674
178929,178675
178930,178674
178930,178673
178930,177548
178931,178673
178931,177634
178931,177548
178932,177549
178932,177633
178933,177633
178934,177633
178934,177551
178935,177551
178935,177632
178936,177632
178936,177551
178937,177603
178937,177608
178937,177554
178938,177556
178938,177607
178939,178940
178940,177557
178940,178939
178940,177607
178997,178682
178997,177528
178999,177504
178999,177514
179005,177535
179006,178077
179006,178030
179013,177603
179054,175964
179197,141113
179354,139915
179355,139915
179356,139915
179357,139915
179360,137420
179362,137622
179413,180681
179456,175969
179466,153739
179476,175943
179477,178575
179491,179492
179492,179491
179507,175972
179510,179571
179511,181105
179536,179963
179539,179960
179555,179678
179562,202701
179565,185218
179568,181554
179571,179510
179578,179862
179590,184185
179593,179737
179598,180498
179601,179787
179601,179874
179601,180134
179615,181745
179641,205756
179655,180367
179656,202700
179672,181173
179678,179555
179693,196635
179706,181061
179714,179764
179737,179593
179764,179714
179766,181144
179774,179803
179787,179601
179801,180200
179803,179774
179804,181631
179804,181096
179809,180180
179814,181565
179820,180206
179834,181041
179854,180194
179862,181088
179862,179578
179866,202701
179874,179601
179886,179988
179898,181050
179898,180289
179898,181149
179898,181053
179898,180345
179908,183730
179945,195950
179945,196522
179945,196519
179948,179988
179948,181076
179948,181074
179960,179539
179963,179536
179965,180205
179970,181170
179980,182277
179988,181738
179988,180199
179988,179948
179988,179886
179988,180173
179988,181149
179988,181076
179988,181074
179988,181073
179991,180000
180000,179991
180007,181030
180040,180253
180044,180205
180052,180103
180061,196635
180068,180241
180068,180233
180097,180121
180098,180825
180098,181027
180102,196529
180103,182450
180103,180052
180110,181175
180110,180386
180110,181063
180121,180097
180124,186389
180126,181131
180134,179601
180173,181738
180173,179988
180180,179809
180194,179854
180197,180272
180199,180582
180199,179988
180200,179801
180200,180241
180205,180044
180205,179965
180206,179820
180212,181105
180231,180232
180232,180231
180233,180248
180233,180068
180233,191811
180241,191811
180241,180200
180241,180068
180241,180318
180248,180233
180253,180040
180272,180197
180279,180303
180282,182283
180289,181177
180289,179898
180289,181050
180303,180279
180308,181031
180318,180241
180331,184842
180345,179898
180367,179655
180386,180110
180498,179598
180514,180517
180517,180514
180549,181059
180582,181149
180582,180199
180591,132277
180640,183630
180647,183613
180675,180678
180678,180675
180681,179413
180825,180098
180845,187041
180845,141194
181027,180098
181030,180007
181031,180308
181034,181066
181041,179834
181046,181207
181050,180289
181050,179898
181051,181061
181053,179898
181059,180549
181060,181061
181061,181060
181061,179706
181061,181051
181063,180110
181066,181034
181073,179988
181074,179988
181074,179948
181074,181076
181076,179948
181076,179988
181076,181074
181088,179862
181096,181176
181096,179804
181105,180212
181105,179511
181131,180126
181144,179766
181149,180582
181149,179898
181149,179988
181170,179970
181173,179672
181175,180110
181176,181096
181177,180289
181207,181046
181227,132492
181227,177654
181227,145792
181228,132492
181228,145792
181228,177654
181229,132156
181230,132156
181232,181735
181554,179568
181563,181564
181564,181563
181565,179814
181568,181570
181570,181568
181579,181580
181580,181579
181580,181748
181609,206603
181631,179804
181735,181232
181738,180173
181738,179988
181743,134192
181743,134058
181745,179615
181748,181580
181869,146151
181869,147883
181876,192358
181881,146155
181881,146137
181881,147887
181881,147869
182035,135418
182045,182046
182046,182045
182047,183921
182057,132834
182072,145003
182077,132415
182081,141125
182082,135158
182091,135802
182092,135105
182094,132392
182099,133812
182099,192325
182101,132019
182102,134473
182102,132768
182102,135206
182118,182119
182119,182118
182126,133300
182126,145743
182128,132060
182133,135721
182134,134434
182134,134430
182139,182240
182143,141150
182143,182144
182143,202850
182144,182143
182145,182240
182179,182458
182194,132827
182197,132279
182197,132280
182197,186484
182198,186484
182206,132169
182237,133843
182240,182139
182240,182145
182247,182248
182247,135533
182247,135536
182248,135533
182248,135536
182248,182247
182277,179980
182283,180282
182284,134095
182298,133346
182301,190324
182322,182331
182325,131781
182325,131606
182325,131605
182328,186368
182331,182322
182331,182333
182332,133394
182332,135046
182332,133328
182332,133405
182333,182331
182333,133394
182369,135815
182369,178414
182369,135816
182369,135802
182375,190426
182376,182377
182377,182376
182450,180103
182458,182179
182458,184548
182459,184548
182462,182463
182463,182462
182500,178856
182521,183631
182521,183632
182524,183614
182664,134535
182664,135039
182667,133268
182687,182689
182689,182687
182742,134206
182742,136839
182742,134200
182742,135311
182742,134254
182742,136838
182744,182798
182798,182744
183097,186551
183426,202717
183439,140952
183439,140965
183439,137909
183446,138994
183455,184570
183465,183667
183474,183478
183478,183474
183597,183868
183597,183867
183597,190356
183612,169524
183613,180647
183614,182524
183628,169503
183630,180640
183631,182521
183632,182521
183667,183465
183678,183846
183680,131890
183680,133034
183680,136588
183730,179908
183736,205553
183737,123837
183846,133657
183846,183678
183846,183847
183847,133657
183847,183846
183859,132294
183859,145522
183859,132882
183859,132855
183867,183597
183868,183597
183869,183907
183870,133622
183875,134192
183875,134058
183881,186492
183888,135508
183888,135305
183890,134724
183890,134723
183890,134735
183893,196596
183894,133825
183894,133863
183904,131592
183904,197425
183907,183869
183911,133300
183913,133302
183916,133828
183916,133796
183916,183917
183917,133828
183917,183916
183917,133796
183918,134590
183919,135878
183919,131607
183919,131632
183919,135902
183920,134633
183921,182047
183930,190325
183931,190325
184185,179590
184215,184220
184220,184215
184228,184239
184239,184228
184283,184288
184288,184283
184548,182458
184548,182459
184556,184557
184556,143703
184556,135240
184557,184556
184558,133386
184558,133361
184561,134727
184561,134729
184561,134319
184562,134727
184562,134729
184562,134319
184564,135533
184564,133969
184564,133970
184565,134012
184565,131784
184570,183455
184577,141031
184578,141031
184579,137117
184580,141031
184603,184606
184606,184603
184669,134004
184715,139732
184715,138293
184717,139750
184720,141085
184727,184728
184728,184727
184733,137239
184746,139910
184785,150663
184785,148776
184826,147880
184826,146148
184842,180331
184894,134535
184894,135040
184895,135040
184895,134535
184972,123865
184972,123855
184972,123869
184985,141181
184985,141254
185020,143943
185075,141394
185080,135797
185101,131672
185101,134295
185101,134299
185101,135495
185109,136614
185109,135097
185109,178129
185114,185117
185114,185118
185115,133136
185115,131760
185116,131760
185116,133136
185117,131743
185117,185114
185118,185114
185118,131743
185153,140977
185164,137513
185164,137195
185214,135331
185214,185236
185218,179565
185236,185214
185236,135331
185257,139305
185266,143743
185292,134203
185292,136021
185297,133347
185304,133608
185304,135982
185310,132050
185310,135338
185310,205755
185314,140658
185314,204733
185315,133599
185316,133599
185317,132210
185317,132298
185318,132298
185318,132210
185330,202795
185330,202796
185707,139910
185722,186350
185723,186349
185723,205714
185724,186350
185725,186349
185725,205714
185788,185794
185788,185791
185788,185795
185788,185793
185788,185792
185788,147694
185788,185797
185788,185796
185788,185790
185788,185789
185788,147695
185788,147693
185788,148130
185788,148129
185788,148128
185788,147747
185788,147748
185788,147746
185789,185788
185790,185788
185791,185788
185792,185788
185793,185788
185794,185788
185795,185788
185796,185788
185797,185788
185800,151203
185824,146826
185824,147011
185840,146081
185840,146110
185856,146113
185856,146046
185868,146110
185874,145998
185875,185876
185876,185880
185876,185878
185876,146650
185876,185879
185876,185875
185876,151143
185876,145998
185876,146609
185876,146413
185878,185876
185879,185876
185880,185876
185945,186176
185987,151324
185988,151324
185991,148187
185996,146340
185996,146443
185996,185997
185997,146443
185997,146340
185997,145997
185997,185996
185997,146330
186023,149047
186023,149048
186024,149048
186024,149047
186029,147332
186029,147125
186029,147331
186082,148187
186082,146709
186083,147167
186083,147163
186083,145997
186121,147756
186121,147757
186121,148205
186129,147163
186129,145997
186129,147167
186129,147694
186129,147693
186129,147695
186171,146411
186171,147010
186171,146359
186172,147166
186172,146126
186172,148205
186173,147103
186173,147166
186173,146126
186174,146183
186174,147904
186175,147163
186175,147167
186175,145997
186176,147010
186176,185945
186177,146998
186177,186178
186177,147166
186177,146126
186178,147166
186178,146126
186178,186517
186178,186516
186178,186177
186179,145997
186179,147166
186179,146126
186180,147166
186180,146126
186180,145997
186208,147011
186208,150803
186247,146126
186247,147044
186247,147878
186247,146146
186247,147166
186274,147166
186274,146126
186274,145997
