"CLA_GR_UID","THE_TE_UID","TERM","INDEX_TERM","SCOPE_NOTE","STATUS","IMAGE_EXISTS"
1,70261,"COACH HOUSE","Y","An outbuilding where a horse-drawn carriage is kept.","P",
1,70263,"MOUNTING BLOCK","Y","A block for mounting a horse.","P",
1,70268,"PACKHORSE ROAD","Y","Narrow, rough tracks often over upland routes used by packhorse trains to carry goods.","P",
1,70269,"TOLL ROAD","Y","A road whose upkeep and repair was financed by the exaction of a toll.","P",
1,70273,"FOOTPATH","Y","A path for pedestrians only.","P",
1,70274,"RIDGEWAY","Y","A road or way along a ridge of downs or low range of hills.","P",
1,70167,"BENEDICTINE NUNNERY","Y","An abbey or priory for nuns ofthe Benedictine order.","P",
1,70173,"SISTERS OF ST JOHN NUNNERY","Y","A priory of the female Order of Knights Hospitallers.","P",
1,70174,"PRECEPTORY","Y","A manor or estate owned and run by an order of knights and governed by a preceptor.","P",
1,70182,"SANCTUARY","Y","A sacred area of a building or a consecrated piece of land.","P",
1,70188,"STONE ALIGNMENT","Y","A single line, or two or more roughly parallel lines, of standing stones set at intervals along a common axis or series of axes.","P",
1,70191,"EMBANKED STONE CIRCLE","Y","A circular arrangement of spaced stone uprights set within a high bank, often interrupted by a formal entrance gap.","P",
1,70193,"RECUMBENT STONE CIRCLE","Y","A stone circle featuring a stone which lies lengthways between two of the upright standing stones.","P",
1,70195,"SYNAGOGUE","Y","A place of worship for Jewish people.","P",
1,70197,"MITHRAEUM","Y","A Roman sanctuary, devoted to the Graeco-Roman cult of Mithras.","P",
1,70198,"TIMBER CIRCLE","Y","Approximately circular or oval setting of spaced post holes indicating the former presence of a free-standing arrangement of upright timber posts. Often regarded as a wooden equivalent of the better known stone circles.","P",
1,70200,"Votive Pit","N",,"N",
1,70201,"Votive Shaft","N",,"N",
1,70205,"AERIAL ROPEWAY","Y","A system of overhead cables from which cars or containers are suspended (usually driven electrically).","P",
1,70210,"AIRPORT","Y","A site, including an airfield and customs house, where air passengers embark and disembark.","P",
1,70211,"HANGAR","Y","A large shed for the housing of aircraft, etc.","P",
1,70212,"AIRCRAFT HANGAR","Y","A structure used for the housing and servicing of aircraft.","P",
1,70215,"CANAL BRIDGE","Y","A bridge over a canal.","P",
1,70216,"CLAPPER BRIDGE","Y","A simple form of stone slab bridge, particularly associated with South West England.","P",
1,70166,"AUGUSTINIAN NUNNERY","Y","An abbey or priory of Augustinian canonesses.","P",
1,70218,"Foot Bridge","N",,"N",
1,70221,"RAILWAY BRIDGE","Y","A bridge carrying a railway track across a river, valley, road etc.","P",
1,70132,"Tironian Cell","N",,"N",
1,70134,"DOUBLE HOUSE","Y","Mixed house of nuns and religious men.","P",
1,70135,"AUGUSTINIAN DOUBLE HOUSE","Y","A mixed house of Augustinian nuns, canonesses and canons.","P",
1,70141,"Austin Friary","N",,"N",
1,70142,"CARMELITE FRIARY","Y","A house of friars, originally hermits from Mount Carmel. Also known as ' white friars'.","P",
1,70143,"DOMINICAN FRIARY","Y","A house of friars of the order of St Dominic. Also known as Friars Preachers or 'Black Friars'.","P",
1,70145,"FRIARY OF CRUTCHED FRIARS","Y","A friary belonging to the Crutched Friars also known as Crosiers or Fratres.","P",
1,70147,"FRIARY OF PIED FRIARS","Y","A friary belonging to the Pied Friars also known as Friars of Blessed Mary or St Mary de Arens.","P",
1,70148,"AUGUSTINIAN GRANGE","Y","An outlying farm or estate belonging to the Augustinian order.","P",
1,70149,"BENEDICTINE GRANGE","Y","An outlying farm or estate belonging to the Benedictine order.","P",
1,70152,"MONASTERY","Y","Houses specifically of monks, canons or religious men but not friars.","P",
1,70153,"AUGUSTINIAN MONASTERY","Y","An abbey or priory of Augustinian canons.","P",
1,70154,"BENEDICTINE MONASTERY","Y","An abbey or priory for monks of the Benedictine order.","P",
1,70156,"CARTHUSIAN MONASTERY","Y","An abbey or priory of Carthusian monks.","P",
1,70157,"CISTERCIAN MONASTERY","Y","An abbey or priory of Cistercian monks.","P",
1,70158,"CLUNIAC MONASTERY","Y","An abbey or priory of Cluniac monks.","P",
1,70159,"GILBERTINE MONASTERY","Y","An abbey or priory of Gilbertine monks.","P",
1,70160,"GRANDMONTINE MONASTERY","Y","An abbey or priory of Grandmontine monks.","P",
1,70161,"PREMONSTRATENSIAN MONASTERY","Y","An abbey or priory of Premonstratensian canons.","P",
1,70163,"TIRONIAN MONASTERY","Y","An abbey or priory belonging to the Tironian order.","P",
1,70127,"Carthusian Cell","N",,"N",
1,70070,"CHARNEL HOUSE","Y","A building where the bones of the dead were stored.","P",
1,70073,"Long Cist","N",,"N",
1,70075,"SARCOPHAGUS","Y","A stone coffin embellished with sculpture.","P",
1,78332,"Koepe Winding Tower","N",,"N",
1,78852,"EXHAUSTER HOUSE","Y","A building forming part of a colliery ventilation system exhausting stale air from shafts and headings.","P",
1,78795,"COALITE PLANT","Y","Production of smokeless domestic fuel by roasting anthracite in a type of kiln.","P",
1,78870,"ROCKERY","Y","A pile of rough stones and soil used for the growing of ferns and other plants.","P",
1,78871,"ALPINE GARDEN","Y","A garden which consists of rocks and rock-loving plants that require little water.","P",
1,78872,"ARBORETUM","Y","A place devoted to the cultivation and exhibition of rare trees.","P",
1,78874,"Zoological Garden","N",,"N",
1,78875,"BUTTERFLY GARDEN","Y","A garden in which a variety of plants are grown to encourage butterflies.","P",
1,78878,"Tropical House","N",,"N",
1,80443,"Weighbridge House","N",,"N",
1,82740,"HEAPSTEAD","Y","Buildings and works around a mine shaft with an artificial embankment on which the winding gear etc, is located.","P",
77,84156,"BARILLA","Y","A plant, Salsola soda, burnt to produce alkali.","P",
77,84057,"ANTLERS","Y","Bone like material which grows in a branch-like fashion on the heads of male deer and reindeers in general.","P",
77,84066,"PIPES","Y","Hollow cylinders or tubes of ceramic, wood, plastic or metal used to convey liquids, gases etc. Used in a variety of industries.","P",
1,78353,"KERB CAIRN","Y","A cairn featuring a mound of small diameter (normally less than 6m), which is surrounded by a kerb of stones which are considerably taller than the mound.","P",
77,84362,"BONE ASH","Y","The powdery residue of burnt bones.","P",
77,84371,"OCHRE","Y","An earth derived pigment.","P",
77,84373,"MANGANESE","Y","A hard metallic element used in steels and magnetic alloys. Compounds containing manganese are used in glass-making and other industrial processes.","P",
77,79205,"TEAK","Y","An exotic hardwood with great strength and durability.","P",
1,69955,"SWIMMING POOL","Y","A large, manmade pool, usually lined with tiles, rubber or similar. Can be placed in the open air, eg. a LIDO, or built as part of a covered sports centre.","P",
1,69957,"THEATRE","Y","A building used primarily for the performing of plays.","P",
1,69964,"BAPTISTERY","Y","An area of a church, often a free-standing building, in which baptism is administered","P",
1,69966,"CALVARY","Y","A representation of the crucifixion of Christ or related scenes as a sculpture in a churchyard, etc.","P",
1,69968,"BRIDGE CHAPEL","Y","A chapel built into the structure of a bridge.","P",
1,103876,"RAKE","Y","A vertical vein of metallic ore, usually lead, occuring between walls of rock and cutting through the bedding. Often rakes have been worked from early times leaving deep trenches several km long, with adits leading off and shafts sunk at the side.","P",
1,103893,"TIMBER MILL","Y","A mill used to process raw timber.","P",
1,92943,"PLATE GLASS WORKS","Y","A factory used for the production of thick, flat glass used for shop window panes, etc. Plate glass is produced by rolling and casting rather than traditional blowing.","P",
1,69292,"SLAG HEAP","Y","A spoil heap consisting mainly of slag, pieces of refuse material separated from a metal during the smelting process.","P",
1,103913,"METAL SMELTING SITE","N","Buildings, sites and structures associated with the smelting of metals.","P",
1,103933,"METAL EXTRACTION SITE","N","Buildings, sites and structures associated with the extraction of metal ores.","P",
1,103934,"METAL PRODUCT SITE","N","Buildings, sites and structures associated with the manufacture of products from metals.","P",
1,103935,"METAL PROCESSING SITE","N","Buildings, sites and structures associated with the processing of non ferrous metal ores.","P",
1,103953,"VIOLIN FACTORY","Y","A building where violins are manufactured and the art of violin making is taught.","P",
1,103954,"School Of Violin Making","N",,"N",
1,103973,"Explosives Works","N",,"N",
1,69902,"URN","Y","A garden ornament, usually of stone or metal, designed in the the form of a vase used to receive the ashes of the dead.","P",
1,69910,"CANNON","Y","A large mounted gun, now disused and placed in a prominent position as a piece of street furniture or as a ""feature"".","P",
1,97276,"MILITARY DEPOT","Y","A building or group of buildings, often enclosed by a system of fortifications, used by an armed force for the storage and distribution of military equipment.","P",
1,102972,"BARRIER","Y","An obstruction, usually manmade, which is used to restrict or prevent access to a settlement, building or area of land. Use more specific type where known.","P",
1,103653,"WAR ROOM","Y","A reinforced concrete structure, which may be sited above ground or semi-sunken, from where it was intended to conduct the business of government from, in the event of nuclear war. Date specific to the early-mid 1950's.","P",
1,103673,"AGRICULTURAL DWELLING","N","Buildings and structures inhabited by agricultural workers.","P",
1,103232,"HOSPITAL WARD","Y","A large room, similar to a dormitory, within a hospital, and used for the temporary or permanent accommodation of patients, either waiting for or recovering from operations or undergoing long term treatment.","P",
1,92080,"GARDEN PORCH","Y","A roofed, lightweight structure, usually attached to a house, provdiing access from and to the garden.","P",
1,84902,"NITRE BED","Y","A large bed surrounded by an earthwork and filled with composing vegetable matter and animal waste. This was used to produce Nitre, a constituent of gunpowder.","P",
1,103693,"STATUE WORKSHOP","Y","A workshop used for the manufacture of statues, either cast or carved.","P",
1,69818,"RUBBING STONE","Y","A large stone used by cattle to rub up against and so scratch themselves.","P",
1,103713,"VEHICLE FACTORY","Y","A factory for the manufacture of vehicles","P",
1,103733,"METAL WORKERS WORKSHOP","Y","A workshop used by a craftsman who works in base or precious metals.","P",
1,103753,"WOOD WORKERS WORKSHOP","Y","A workshop in which products are made using wood and timber.","P",
1,103773,"Xdo Post","N",,"N",
1,103774,"Exdo Post","N",,"N",
145,104398,"APPLEDORE","Y",,"P",
145,104399,"APULIA","Y",,"P",
145,104400,"AQUILEIA","Y",,"P",
145,104401,"AQUILA","Y",,"P",
145,104402,"AQUIN","Y",,"P",
145,104403,"AQUITAINE","Y",,"P",
145,104404,"ARAGON","Y",,"P",
145,104405,"ARBROATH","Y",,"P",
145,104406,"ARCHANGEL","Y",,"P",
145,104407,"ARKHANGELSK","Y",,"P",
145,104420,"ARDROSSAN","Y",,"P",
145,104421,"ARENDAL","Y",,"P",
145,104422,"ARGENTINA","Y",,"P",
145,104423,"ARGOSTOLI","Y",,"P",
145,104424,"ARRECIFE","Y",,"P",
145,104425,"ARROMANCHES","Y",,"P",
145,104426,"ARUBA","Y",,"P",
145,104427,"ARUNDEL","Y",,"P",
145,104428,"ASCENSION ISLAND","Y",,"P",
145,104429,"AUCKLAND","Y",,"P",
145,104430,"ST HELENA","Y",,"P",
145,104431,"AUDIERNE","Y",,"P",
145,104432,"AURAY","Y",,"P",
145,104433,"AUSTRALIA","Y",,"P",
145,104434,"AUSTRIA","Y",,"P",
145,104435,"LES CAYES","Y",,"P",
145,104436,"AVON","Y",,"P",
145,104437,"AVONMOUTH","Y",,"P",
145,104438,"AYLESFORD","Y",,"P",
145,104439,"AYR","Y",,"P",
145,104440,"AZORES","Y",,"P",
145,104441,"BABBACOMBE","Y",,"P",
145,104442,"BACTON","Y",,"P",
145,104445,"BAHAMAS","Y",,"P",
145,104446,"BAHIA","Y",,"P",
145,104447,"BAHIA BLANCA","Y",,"P",
145,104448,"BAKAR","Y",,"P",
145,104449,"Bucarri","N",,"N",
145,104450,"BALEARIC ISLANDS","Y",,"P",
145,104451,"BALLINACURRA","Y",,"P",
145,104452,"BALLINAMARRA","Y",,"P",
145,104453,"BALTIC SEA","Y",,"P",
145,104454,"BALTIMORE (CORK)","Y",,"P",
145,104455,"BALTIMORE (MARYLAND)","Y",,"P",
145,104456,"BALTIYSK","Y",,"P",
145,104457,"Pillau","N",,"N",
145,104458,"BANFF","Y",,"P",
145,104459,"BANGKOK","Y",,"P",
145,104460,"Krung Thep","N",,"N",
145,104461,"BANGLADESH","Y",,"P",
145,104462,"BANGOR","Y",,"P",
145,104463,"BANTEN","Y",,"P",
145,104464,"Bantem","N",,"N",
145,104465,"BANTRY","Y",,"P",
145,104466,"BARBADOS","Y",,"P",
145,104468,"BARBUDA","Y",,"P",
145,104469,"BARCELONA","Y",,"P",
145,104546,"BIRKENHEAD","Y",,"P",
145,104547,"BIRLING","Y",,"P",
145,104548,"BIRLING GAP","Y",,"P",
145,104549,"BLACKNESS","Y",,"P",
145,104550,"BLAKENEY","Y",,"P",
145,104551,"BLANKAHOLM","Y",,"P",
145,104553,"BLAYE","Y",,"P",
145,104554,"BLUFF HARBOUR","Y",,"P",
145,104555,"BLYTH","Y",,"P",
145,104556,"BOLTON","Y",,"P",
145,104557,"BOMA","Y",,"P",
145,104558,"BOMBAY","Y","Previous name for Mumbai.","P",
145,104560,"BONAIRE","Y",,"P",
145,104561,"Bonell","N","Mistranscription of 'll' for handwritten ligatured 'ss'. Should be Boness or Bo'ness.","N",
145,104562,"BONNE BAY","Y",,"P",
145,104563,"BONNY","Y",,"P",
145,104564,"BORDEAUX","Y",,"P",
145,104565,"BORNHOLM","Y",,"P",
145,104566,"BORROWSTOUNNESS","Y",,"P",
145,104568,"BOSCASTLE","Y",,"P",
145,104569,"BOSHAM","Y",,"P",
145,104570,"BOSTON (LINCOLNSHIRE)","Y",,"P",
145,104571,"BOSTON (MINDANAO)","Y",,"P",
1,74785,"CALVINISTIC METHODIST CHAPEL","Y","A place of worship for Calvinistic Methodists, Welsh Methodists who split from the established church in 1811.","P",
1,74786,"SCOTTISH PRESBYTERIAN CHAPEL","Y","A place of worship for members of the Church of Scotland which has been Presbyterian since 1690. It is the national Church of Scotland and is free and endowed.","P",
