"TH_T_U_UID","TERM","CLA_GR_UID","BROAD_TERM_U_UID","TOP_TERM_U_UID"
202727,"OUTDOOR SWIMMING POOL",1,135338,133551
183846,"OUTDOOR SWIMMING POOL",1,132050,131783
192278,"OUTFALL SEWER",1,144726,134417
134454,"OUTFALL SEWER",1,134469,134417
134153,"OUTFARM",1,135100,134003
195844,"OUTFITTER",1,133254,133154
134558,"OUTPATIENTS DEPARTMENT",1,135139,134482
133775,"OVAL BARROW",1,133773,133667
135527,"OVAL ENCLOSURE",1,135524,143383
135557,"OVEN",1,135088,135088
206799,"OVERBRIDGE",1,135244,134198
206798,"OVERBRIDGE",1,143703,143383
206797,"OVERBRIDGE",1,135240,134198
141155,"OVERHEAD CRANE",1,135507,134198
143491,"OVERHEAD CRANE",1,143723,143383
132817,"OVERSHOT WHEEL",1,132813,132062
134154,"OX BOW STONE",1,134003,134003
136726,"OX ENGINE HOUSE",1,135431,132062
134155,"OXHOUSE",1,134014,134003
186335,"OXLAND WORKS",1,135425,132062
134156,"OYSTER BEDS",1,135102,134003
191867,"PACKHORSE BRIDGE",1,143703,143383
135249,"PACKHORSE BRIDGE",1,135247,134198
134323,"PACKHORSE BRIDGE",1,135240,134198
135376,"PACKHORSE ROAD",1,134220,134198
165190,"PACKHORSE SHELTER",1,135247,134198
132133,"PACKING HOUSE",1,132062,132062
135979,"PADDOCK",1,134091,134003
131839,"PAGODA",1,131811,131783
192002,"PAINT FACTORY",1,143600,143383
132298,"PAINT FACTORY",1,135386,132062
132210,"PAINT FACTORY",1,132173,132062
132480,"PAINT SHOP",1,135393,132062
205571,"PAINTBALLING SITE",1,135327,133551
134998,"PALACE",1,134997,131528
183873,"PALAEOCHANNEL",1,135088,135088
133382,"PALISADE",1,143383,143383
183927,"PALISADE DITCH",1,135508,143383
191964,"PALISADED ENCLOSURE",1,131625,131528
131704,"PALISADED ENCLOSURE",1,131653,131528
135302,"PALISADED ENCLOSURE",1,133349,133297
186539,"PALISADED HILLTOP ENCLOSURE",1,134116,134003
192210,"PALISADED HILLTOP ENCLOSURE",1,135302,133297
135001,"PALISADED HILLTOP ENCLOSURE",1,131704,131528
135284,"PALISADED HILLTOP ENCLOSURE",1,131660,131528
133383,"PALISADED HILLTOP ENCLOSURE",1,135049,133297
143324,"PALISADED HOMESTEAD",1,133349,133297
143325,"PALISADED HOMESTEAD",1,131625,131528
191963,"PALISADED SETTLEMENT",1,133349,133297
131706,"PALISADED SETTLEMENT",1,131625,131528
131792,"PALISSADE",1,131783,131783
192232,"PALM HOUSE",1,144043,134003
131826,"PALM HOUSE",1,131820,131783
182376,"PAN HOUSE",1,182374,132062
185729,"PANHOUSE",1,182374,132062
133631,"PANORAMA",1,135322,133551
132716,"PAPER INDUSTRY SITE",1,132062,132062
132718,"PAPER MILL",1,132716,132062
132620,"PAPER MILL",1,132579,132062
195795,"PARACHUTE AND CABLE LAUNCHER",1,185089,133297
136849,"PARACHUTE STORE",1,136816,133297
204090,"PARACHUTE STORE (10825/42)",1,136849,133297
204091,"PARACHUTE STORE (11137/41)",1,136849,133297
204092,"PARACHUTE STORE (175/36)",1,136849,133297
204093,"PARACHUTE STORE (17865/39)",1,136849,133297
204094,"PARACHUTE STORE (2355/25)",1,136849,133297
204095,"PARACHUTE STORE (3633/35)",1,136849,133297
204096,"PARACHUTE STORE (6351/37)",1,136849,133297
133384,"PARADE GROUND",1,136820,133297
205436,"PARALLEL PLAN",1,205439,143383
145844,"PARCHMENT WORKS",1,135380,132062
145845,"PARCHMENT WORKS",1,132173,132062
145846,"PARCHMENT WORKS",1,143600,143383
206781,"PARISH BOUNDARY",1,135295,143383
133135,"PARISH BOUNDARY",1,133065,133065
133722,"PARISH CHURCH",1,133683,133667
136651,"PARISH HALL",1,135120,133065
133496,"PARISH SCHOOL",1,133423,133422
131941,"PARK",1,131783,131783
184551,"PARK HOME",1,134997,131528
186541,"PARK PALE",1,135328,133551
134157,"PARK PALE",1,134125,134003
131793,"PARK PALE",1,131783,131783
131859,"PARK SHELTER",1,131783,131783
145064,"PARK WALL",1,135299,143383
131797,"PARK WALL",1,131783,131783
134324,"PARKING METER",1,135247,134198
132007,"PARKING METER",1,135171,131783
143963,"PARLIAMENT HOUSE",1,133065,133065
133632,"PARROT HOUSE",1,133555,133551
131968,"PARTERRE",1,131898,131783
185723,"PARTIAL SOLAR SALT WORKS",1,182374,132062
133700,"PARTICULAR BAPTIST CHAPEL",1,133698,133667
133853,"PASSAGE GRAVE",1,133843,133667
185090,"PASSIVE AIR DEFENCE SITE",1,185088,133297
185250,"PASTURE",1,134091,134003
134325,"PATH",1,135363,134198
134559,"PATHOLOGY DEPARTMENT",1,135139,134482
134560,"PATIENTS VILLA",1,134482,134482
131794,"PATIO",1,131783,131783
202830,"PATTE D'OIE",1,135647,131783
132481,"PATTERN SHOP",1,135393,132062
186340,"PATTINSON REFINERY",1,186341,132062
133497,"PAUPER SCHOOL",1,133467,133422
134326,"PAVEMENT",1,135088,135088
197183,"PAVEMENT LIGHTS",1,135171,131783
131840,"PAVILION",1,131783,131783
202888,"PAVILION SCHOOL",1,133423,133422
134561,"PAVILION WARD BLOCK",1,135138,134482
133244,"PAWNSHOP",1,133154,133154
134711,"PAY OFFICE",1,133160,133154
182810,"PEACE CAMP",1,182808,133065
182809,"PEACE CAMP",1,182807,131528
135846,"PEACOCK HOUSE",1,133555,133551
132352,"PEAT CUTTING",1,135409,132062
181240,"PEAT EXTRACTION SITE",1,135415,132062
132353,"PEAT STAND",1,135409,132062
132572,"PEAT STORE",1,135522,135088
135409,"PEAT WORKINGS",1,135405,132062
204204,"PEDESTAL",1,136003,133297
134328,"PEDESTRIAN CROSSING",1,135363,134198
132008,"PEDESTRIAN CROSSING",1,135171,131783
135199,"PEDESTRIAN PRECINCT",1,135172,131783
135363,"PEDESTRIAN TRANSPORT SITE",1,134198,134198
134280,"PEDESTRIAN TUNNEL",1,135363,134198
135258,"PEDESTRIAN TUNNEL",1,135377,134198
143598,"PELE TOWER",1,143524,143383
133385,"PELE TOWER",1,133356,133297
131708,"PELE TOWER",1,131637,131528
202722,"PELOTA COURT",1,144464,133551
186491,"PELTON WHEEL",1,135614,132062
186490,"PELTON WHEEL",1,132810,132062
135092,"PEN",1,134003,134003
192033,"PEN FACTORY",1,143600,143383
182113,"PEN FACTORY",1,132173,132062
132555,"PEN POND",1,134441,134417
132807,"PEN POND",1,135436,132062
135999,"PENCIL MILL",1,135449,132062
136000,"PENCIL MILL",1,132579,132062
133633,"PENGUIN POOL",1,133555,133551
173203,"PENITENCE MAZE",1,133894,133667
145144,"PENITENTIARY",1,133075,133065
202794,"PENSTOCK",1,144764,134417
202793,"PENSTOCK",1,134767,133420
182717,"PENTAD HANGAR",1,182707,133297
182716,"PENTAD HANGAR",1,182706,134198
133723,"PENTECOSTALIST CHURCH",1,133683,133667
133498,"PEOPLES COLLEGE",1,173865,133422
131969,"PERCEE",1,131869,131783
134940,"PERFUMERY",1,133254,133154
134941,"PERFUMERY",1,135390,132062
131887,"PERGOLA",1,131783,131783
135306,"PERIMETER TRACK",1,135239,134198
197428,"PET FOOD FACTORY",1,197427,132062
185293,"PETANQUE TERRAIN",1,144464,133551
196593,"PETRIFYING WELL",1,134477,134417
135389,"PETROCHEMICAL SITE",1,135384,132062
134327,"PETROL PUMP",1,135247,134198
134270,"PETROL STATION",1,135247,134198
133208,"PETROL STATION",1,133154,133154
184563,"PETROLEUM WARFARE SITE",1,184543,133297
178128,"PETTY SESSIONS COURT",1,178126,133065
192195,"PEWTER WORKS",1,154164,132062
145538,"PEWTER WORKS",1,145663,132062
133001,"PEWTER WORKS",1,135423,132062
135388,"PHARMACEUTICAL CHEMICAL SITE",1,135384,132062
191884,"PHARMACEUTICAL WORKS",1,132285,132062
145525,"PHARMACEUTICAL WORKS",1,145521,132062
132323,"PHARMACEUTICAL WORKS",1,135388,132062
134584,"PHARMACY",1,134482,134482
136001,"PHEASANTRY",1,134125,134003
136002,"PHEASANTRY",1,135328,133551
191888,"PHENOL WORKS",1,145521,132062
145591,"PHENOL WORKS",1,140637,132062
140647,"PHENOL WORKS",1,132285,132062
133499,"PHILOLOGICAL SCHOOL",1,135189,133422
141141,"PHOENIX CAISSON",1,141143,133297
141142,"PHOENIX CAISSON",1,134623,133420
204812,"PHOTO INTERPRETATION CENTRE",1,185032,133297
133634,"PHOTOGRAPHIC GALLERY",1,135322,133551
133246,"PHOTOGRAPHIC GALLERY",1,133154,133154
135833,"PHOTOGRAPHIC STUDIO",1,133154,133154
131922,"PHYSIC GARDEN",1,131898,131783
202879,"PHYSICAL DISABILITY HOSPITAL",1,135140,134482
134562,"PHYSIOTHERAPY DEPARTMENT",1,135139,134482
202757,"PIANO FACTORY",1,191999,143383
132211,"PIANO FACTORY",1,132205,132062
132871,"PICKER HOUSE",1,135438,132062
182386,"PICKETT HAMILTON FORT",1,182749,133297
182385,"PICKETT HAMILTON FORT",1,133386,133297
191890,"PICRIC ACID WORKS",1,145521,132062
145585,"PICRIC ACID WORKS",1,140637,132062
140649,"PICRIC ACID WORKS",1,132285,132062
134949,"PIE AND MASH SHOP",1,135323,133551
133206,"PIE AND MASH SHOP",1,134946,133154
184550,"PIECE ROOM",1,132625,132062
184549,"PIECE ROOM",1,133017,132062
134670,"PIER",1,134661,133420
133635,"PIER PAVILION",1,133551,133551
134704,"PIERMASTERS HOUSE",1,134691,131528
205572,"PIERMASTERS OFFICE",1,134706,133420
197608,"PIGEON CREE",1,133555,133551
135899,"PIGGERY",1,134014,134003
134159,"PIGSTY",1,134014,134003
135773,"PILE",1,135088,135088
131709,"PILE DWELLING",1,134997,131528
176404,"PILLAR BOX",1,144083,131783
135191,"PILLAR BOX",1,135187,133272
133386,"PILLBOX",1,133328,133297
182748,"PILLBOX (AIR MINISTRY PATTERN)",1,133386,133297
182750,"PILLBOX (AIR MINISTRY PATTERN)",1,182749,133297
182751,"PILLBOX (ASSAULT TRAINING)",1,136820,133297
182752,"PILLBOX (ASSAULT TRAINING)",1,133386,133297
182753,"PILLBOX (CANTILEVERED)",1,133386,133297
182754,"PILLBOX (MODIFIED)",1,133386,133297
182755,"PILLBOX (PREFABRICATED)",1,133386,133297
182756,"PILLBOX (SHELLPROOF)",1,133386,133297
182757,"PILLBOX (TYPE 391)",1,133386,133297
182758,"PILLBOX (TYPE CE124/41)",1,133386,133297
182759,"PILLBOX (TYPE CE2717)",1,133386,133297
182760,"PILLBOX (TYPE CE2843)",1,133386,133297
182761,"PILLBOX (TYPE CE390)",1,133386,133297
182762,"PILLBOX (TYPE CP/6/40/111)",1,133386,133297
182763,"PILLBOX (TYPE CRE TL62)",1,133386,133297
182764,"PILLBOX (TYPE CRE1094)",1,133386,133297
182765,"PILLBOX (TYPE CRE1116)",1,133386,133297
182766,"PILLBOX (TYPE FW3/22)",1,133386,133297
182767,"PILLBOX (TYPE FW3/23)",1,133386,133297
182769,"PILLBOX (TYPE FW3/23)",1,182771,133297
182768,"PILLBOX (TYPE FW3/23)",1,182770,133297
182772,"PILLBOX (TYPE FW3/24)",1,133386,133297
182773,"PILLBOX (TYPE FW3/25)",1,133386,133297
182774,"PILLBOX (TYPE FW3/26)",1,133386,133297
182777,"PILLBOX (TYPE FW3/27)",1,182771,133297
182776,"PILLBOX (TYPE FW3/27)",1,182770,133297
182775,"PILLBOX (TYPE FW3/27)",1,133386,133297
182779,"PILLBOX (TYPE FW3/28)",1,182780,133297
182778,"PILLBOX (TYPE FW3/28)",1,133386,133297
182782,"PILLBOX (TYPE FW3/28A)",1,182780,133297
182781,"PILLBOX (TYPE FW3/28A)",1,133386,133297
182784,"PILLBOX (TYPE FW3/45)",1,133386,133297
182785,"PILLBOX (TYPE FW3/46)",1,133386,133297
204172,"PILLBOX (TYPE PD541)",1,133386,133297
182786,"PILLBOX (VARIANT)",1,133386,133297
133118,"PILLORY",1,135119,133065
154188,"PILLOW MOUND",1,135357,143383
134161,"PILLOW MOUND",1,134003,134003
133869,"PILLOW STONE",1,133865,133667
134712,"PILOT OFFICE",1,134706,133420
192003,"PIN FACTORY",1,143600,143383
132212,"PIN FACTORY",1,132173,132062
133062,"PIN MILL",1,135423,132062
192233,"PINERY",1,144043,134003
131827,"PINERY",1,131820,131783
131947,"PINETUM",1,131898,131783
135912,"PINNACLE",1,135807,135088
132324,"PIPE BRIDGE",1,135384,132062
145793,"PIPE WORKSHOP",1,135514,132062
132134,"PIPE WORKSHOP",1,135429,132062
135539,"PIPELINE",1,135088,135088
186479,"PIPELINE BRIDGE",1,143703,143383
186478,"PIPELINE BRIDGE",1,135240,134198
135900,"PISCINA",1,133667,133667
135300,"PIT",1,143743,135088
135540,"PIT ALIGNMENT",1,133667,133667
133899,"PIT CIRCLE",1,133667,133667
135541,"PIT CLUSTER",1,143743,135088
135532,"PIT DEFINED ENCLOSURE",1,135304,143383
185113,"PIT TRAP",1,134003,134003
185258,"PITCH MAKING HEARTH",1,145528,132062
185259,"PITCH MAKING HEARTH",1,132334,132062
132818,"PITCHBACK WHEEL",1,132813,132062
134731,"PITHEAD BATHS",1,134719,134482
132344,"PITHEAD BATHS",1,132696,132062
134740,"PLACE OF WORSHIP",1,133667,133667
133841,"PLAGUE CEMETERY",1,133832,133667
135082,"PLAGUE MEMORIAL",1,135067,135065
133809,"PLAGUE PIT",1,133806,133667
134585,"PLAGUE STONE",1,134482,134482
132010,"PLAGUE STONE",1,135171,131783
133900,"PLAIN AN GWARRY",1,133667,133667
133636,"PLAIN AN GWARRY",1,133551,133551
205413,"PLAN TYPES",1,143383,143383
133637,"PLANETARIUM",1,135322,133551
132912,"PLANING MILL",1,145304,132062
132621,"PLANING MILL",1,145303,132062
202709,"PLANNED SETTLEMENT",1,131653,131528
202812,"PLANT BED",1,131783,131783
135717,"PLANTATION",1,134133,134003
135220,"PLANTATION",1,131783,131783
134162,"PLANTATION BANK",1,134133,134003
135091,"PLAQUE",1,135067,135065
135428,"PLASTER MANUFACTURING SITE",1,135425,132062
132089,"PLASTER MILL",1,135428,132062
132582,"PLASTER MILL",1,132579,132062
145508,"PLASTER WORKS",1,132986,132062
132090,"PLASTER WORKS",1,135428,132062
140612,"PLASTIC SURGERY DEPARTMENT",1,135139,134482
191993,"PLASTICS FACTORY",1,143600,143383
135602,"PLASTICS FACTORY",1,135390,132062
132329,"PLASTICS FACTORY",1,135389,132062
132330,"PLASTICS FACTORY",1,132173,132062
145571,"PLATE GLASS WORKS",1,145512,132062
132112,"PLATE GLASS WORKS",1,132111,132062
192274,"PLATE RACK",1,191972,132062
192268,"PLATE RACK",1,145554,132062
134683,"PLATE RACK",1,134678,133420
132453,"PLATE RACK",1,132448,132062
192276,"PLATERS SHOP",1,191972,132062
192270,"PLATERS SHOP",1,145554,132062
134684,"PLATERS SHOP",1,132448,132062
135702,"PLATERS SHOP",1,134678,133420
132454,"PLATERS SHOP",1,135393,132062
135504,"PLATEWAY",1,135495,134198
135288,"PLATFORM",1,143383,143383
145843,"PLATFORM BARROW",1,133778,133667
136637,"PLATFORM CAIRN",1,144585,133667
202892,"PLATFORM SHELTER",1,135244,134198
192197,"PLATING WORKS",1,154164,132062
145537,"PLATING WORKS",1,145663,132062
133002,"PLATING WORKS",1,135423,132062
133639,"PLAYGROUND SHELTER",1,133551,133551
133609,"PLAYING FIELD",1,133610,133551
136631,"PLEASANCE",1,131783,131783
135964,"PLEASURE GARDEN",1,131898,131783
133638,"PLEASURE PIER",1,133551,133551
133247,"PLEDGE DEPOT",1,133244,133154
134163,"PLOUGH HEADLAND",1,134091,134003
134018,"PLOUGH MARKS",1,134070,134003
196520,"PLUNGE POOL",1,132049,131783
204828,"PLUTO SITE",1,176417,133297
191186,"POINT BLOCK",1,135624,135088
135232,"POLICE BOX",1,135185,133272
132011,"POLICE BOX",1,135171,131783
192101,"POLICE HOUSE",1,143504,143383
135956,"POLICE HOUSE",1,135169,131528
133137,"POLICE STATION",1,135164,133065
135233,"POLICE TELEPHONE PILLAR",1,135185,133272
132012,"POLICE TELEPHONE PILLAR",1,135171,131783
135957,"POLICE TRAINING COLLEGE",1,135188,133422
132500,"POLISHING SHOP",1,135393,132062
133048,"POLISHING SHOP",1,135423,132062
183876,"POLISSOIR",1,136809,132062
133535,"POLITICAL CLUB",1,135177,133551
135334,"POLO FIELD",1,144464,133551
135534,"POLYGONAL ENCLOSURE",1,135533,143383
133500,"POLYTECHNIC",1,133422,133422
186342,"POLYTUNNEL",1,134006,134003
134441,"POND",1,134417,134417
133776,"POND BARROW",1,133768,133667
134455,"POND BAY",1,134417,134417
140913,"PONTOON BRIDGE",1,166367,134198
166392,"PONTOON BRIDGE",1,166368,143383
166393,"PONTOON PIER",1,134670,133420
132049,"POOL",1,131783,131783
133901,"POOR SOULS LIGHT",1,133767,133667
134627,"PORT",1,134600,133420
134703,"PORT ADMIRALS HOUSE",1,134691,131528
134713,"PORT AUTHORITY OFFICE",1,134706,133420
191245,"PORTABLE BUILDING",1,135290,135088
135510,"PORTAL",1,135088,135088
133854,"PORTAL DOLMEN",1,133843,133667
205441,"PORTAL FRAMED SHED",1,143383,143383
146923,"PORTCULLIS",1,143803,143383
131711,"PORTERS LODGE",1,135290,135088
132013,"PORTERS REST",1,131783,131783
182372,"POSITION FINDING STATION",1,136814,133297
181218,"POST ALIGNMENT",1,135088,135088
144083,"POST BOX",1,135171,131783
135187,"POST BOX",1,135321,133272
163503,"POST BUILT STRUCTURE",1,143383,143383
135561,"POST HOLE",1,143743,135088
143607,"POST MILL",1,143503,143383
132827,"POST MILL",1,132826,132062
182194,"POST MILL ROUNDHOUSE",1,135437,132062
135193,"POST OFFICE",1,135321,133272
133217,"POST OFFICE",1,133154,133154
185254,"POST TRENCH",1,182133,135088
135321,"POSTAL SYSTEM STRUCTURE",1,133272,133272
133387,"POSTERN",1,133355,133297
185343,"POT ARCH",1,132358,132062
192149,"POTASH KILN",1,143505,143383
132283,"POTASH KILN",1,135385,132062
132427,"POTASH KILN",1,132076,132062
132677,"POTASH MINE",1,135415,132062
132981,"POTASH MINE",1,132676,132062
192150,"POTTERY KILN",1,143505,143383
132136,"POTTERY KILN",1,135429,132062
132428,"POTTERY KILN",1,132076,132062
135429,"POTTERY MANUFACTURING SITE",1,135425,132062
192016,"POTTERY WORKS",1,143600,143383
145513,"POTTERY WORKS",1,132173,132062
132137,"POTTERY WORKS",1,135429,132062
145763,"POTTERY WORKSHOP",1,135514,132062
132138,"POTTERY WORKSHOP",1,135429,132062
131847,"POTTING SHED",1,131811,131783
134047,"POULTRY HOUSE",1,134006,134003
134013,"POUND",1,134003,134003
192167,"POUND LOCK",1,134771,133420
134329,"POUND LOCK",1,135243,134198
204249,"POWDER MAGAZINE",1,204248,133297
132307,"POWDER MAGAZINE",1,136723,132062
133388,"POWDER MAGAZINE",1,133368,133297
132724,"POWER GENERATION SITE",1,132062,132062
135891,"POWER HOUSE",1,132724,132062
204097,"POWER HOUSE (1380/24)",1,135891,132062
204098,"POWER HOUSE (207/17)",1,135891,132062
204099,"POWER HOUSE (476/18)",1,135891,132062
136693,"POWER LOOM SHED",1,135438,132062
132738,"POWER STATION",1,135433,132062
141128,"PRACTICE TRENCH",1,133350,133297
133758,"PREACHING CROSS",1,133755,133667
133902,"PREACHING PIT",1,134740,133667
133964,"PRECEPTORY",1,133906,133667
135568,"PRECINCT",1,135088,135088
133903,"PRECINCT WALL",1,135299,143383
166394,"PREFABRICATED BRIDGE",1,135240,134198
166395,"PREFABRICATED BRIDGE",1,143703,143383
145885,"PREFABRICATED BUILDING",1,143383,143383
205573,"PREFABRICATED CLASSROOM",1,145885,143383
145884,"PREFABRICATED HOUSE",1,143504,143383
145886,"PREFABRICATED HOUSE",1,145885,143383
145883,"PREFABRICATED HOUSE",1,135169,131528
133916,"PREMONSTRATENSIAN ALIEN CELL",1,133912,133667
133922,"PREMONSTRATENSIAN CELL",1,133911,133667
135664,"PREMONSTRATENSIAN GRANGE",1,134007,134003
135237,"PREMONSTRATENSIAN GRANGE",1,133935,133667
133950,"PREMONSTRATENSIAN MONASTERY",1,133941,133667
133962,"PREMONSTRATENSIAN NUNNERY",1,133954,133667
133501,"PREPARATORY SCHOOL",1,133502,133422
133714,"PRESBYTERIAN CHAPEL",1,133697,133667
143251,"PRESBYTERIAN CHURCH OF WALES CHAPEL",1,133714,133667
152444,"PRESS HOUSE",1,140634,132062
135463,"PRESS SHOP",1,135438,132062
133904,"PRIEST HOLE",1,133667,133667
131714,"PRIESTS HOUSE",1,131574,131528
190373,"PRIMARY SCHOOL",1,133459,133422
133626,"PRIMATE HOUSE",1,133555,133551
133711,"PRIMITIVE METHODIST CHAPEL",1,133705,133667
132720,"PRINT SHOP",1,135430,132062
135430,"PRINTING AND PUBLISHING SITE",1,132716,132062
132886,"PRINTING SHOP",1,135443,132062
192027,"PRINTING WORKS",1,143600,143383
145545,"PRINTING WORKS",1,132173,132062
132721,"PRINTING WORKS",1,135430,132062
133967,"PRIORY",1,133906,133667
133075,"PRISON",1,135164,133065
192102,"PRISON GOVERNORS HOUSE",1,143504,143383
131717,"PRISON GOVERNORS HOUSE",1,135169,131528
135125,"PRISON HULK",1,133075,133065
133138,"PRISON TREADMILL",1,135119,133065
132731,"PRISON TREADMILL",1,132732,132062
171063,"PRISON VISITORS CENTRE",1,133065,133065
133391,"PRISONER OF WAR CAMP",1,133373,133297
133745,"PRIVATE CHAPEL",1,133734,133667
185255,"PRIVATE NURSING HOME",1,134552,134482
185256,"PRIVATE NURSING HOME",1,135016,131528
144203,"PRIVATE PATIENTS WARD",1,144183,134482
133502,"PRIVATE SCHOOL",1,133423,133422
132041,"PRIVATE SQUARE",1,132038,131783
206596,"PRIVATE SURGERY",1,135652,134482
134737,"PRIVY HOUSE",1,144725,134417
132770,"PRODUCER GAS HOUSE",1,135432,132062
202954,"PRODUCTIVE WALLED GARDEN",1,131799,131783
202955,"PRODUCTIVE WALLED GARDEN",1,131918,131783
135660,"PROFESSIONAL INSTITUTE",1,133480,133422
134631,"PROMENADE",1,134600,133420
131865,"PROMENADE",1,131869,131783
131718,"PROMONTORY FORT",1,131625,131528
133392,"PROMONTORY FORT",1,133349,133297
141129,"PROOF RANGE",1,140616,133297
133503,"PROPRIETARY SCHOOL",1,133502,133422
154187,"PROSPECT MOUND",1,154184,143383
131936,"PROSPECT MOUND",1,131935,131783
131848,"PROSPECT TOWER",1,131811,131783
132524,"PROSPECTING PIT",1,135412,132062
182808,"PROTEST CAMP",1,133065,133065
182807,"PROTEST CAMP",1,131653,131528
140623,"PROTESTANT METHODIST CHAPEL",1,133705,133667
132498,"PROVING HOUSE",1,135382,132062
131719,"PROVOSTS HOUSE",1,131585,131528
134492,"PSYCHIATRIC HOSPITAL",1,135140,134482
202876,"PSYCHIATRIC WARD",1,144183,134482
134938,"PSYCHIATRIC WARD BLOCK",1,135138,134482
184894,"PUBLIC ASSISTANCE INSTITUTION",1,134482,134482
184895,"PUBLIC ASSISTANCE INSTITUTION",1,135011,131528
133139,"PUBLIC BUILDING",1,133065,133065
134456,"PUBLIC CONVENIENCE",1,144725,134417
134586,"PUBLIC CONVENIENCE",1,134482,134482
133140,"PUBLIC HALL",1,135120,133065
191952,"PUBLIC HOUSE",1,134946,133154
133249,"PUBLIC HOUSE",1,134963,133154
133641,"PUBLIC HOUSE",1,135323,133551
192155,"PUBLIC LIBRARY",1,133624,133551
133439,"PUBLIC LIBRARY",1,133483,133422
135348,"PUBLIC PARK",1,131941,131783
133504,"PUBLIC SCHOOL",1,133502,133422
132042,"PUBLIC SQUARE",1,132038,131783
134734,"PUBLIC WASH HOUSE",1,134589,134482
140618,"PUBLISHING HOUSE",1,133154,133154
132375,"PUDDLING FURNACE",1,132361,132062
132139,"PUG MILL",1,135429,132062
132580,"PUG MILL",1,132579,132062
132083,"PUG MILL",1,135451,132062
132722,"PULP MILL",1,132716,132062
132622,"PULP MILL",1,135450,132062
135839,"PULPIT",1,135807,135088
134457,"PUMP",1,144723,134417
134458,"PUMP HOUSE",1,144723,134417
132808,"PUMP HOUSE",1,135436,132062
192218,"PUMP ROOM",1,132808,132062
134459,"PUMP ROOM",1,134458,134417
134587,"PUMP ROOMS",1,134482,134482
133642,"PUMP ROOMS",1,135325,133551
192300,"PUMPING STATION",1,134767,133420
144743,"PUMPING STATION",1,144723,134417
144745,"PUMPING STATION",1,144725,134417
134460,"PUMPING STATION",1,144764,134417
