"TH_T_U_UID","TERM","CLA_GR_UID","BROAD_TERM_U_UID","TOP_TERM_U_UID"
149067,"PAULSGROVE",145,146144,145964
146821,"PAYS DE LA LOIRE",145,146709,147823
178001,"PEEL",145,177998,147823
149226,"PEEL",145,148252,145964
175783,"PEKELA",145,148443,147823
146788,"PEKKALA",145,146355,147823
181874,"PELOTAS",145,147651,147823
148554,"PEMBREY",145,147268,147823
148553,"PEMBREY",145,147267,145964
148556,"PEMBROKE",145,147268,147823
148555,"PEMBROKE",145,147267,145964
150017,"PENARTH",145,147447,145964
150018,"PENARTH",145,147448,147823
196555,"PENLEE",145,147944,147823
196554,"PENLEE",145,146189,145964
148986,"PENMAENMAWR",145,147204,147823
148985,"PENMAENMAWR",145,147203,145964
146108,"PENNSYLVANIA",145,146027,147823
148988,"PENRHYN",145,147204,147823
148987,"PENRHYN",145,147203,145964
148992,"PENRHYNDEUDRAETH",145,147204,147823
148991,"PENRHYNDEUDRAETH",145,147203,145964
150020,"PENRYN",145,146189,145964
150019,"PENRYN",145,147944,147823
146212,"PENSACOLA",145,146044,147823
149766,"PENTEWAN",145,147943,147823
149765,"PENTEWAN",145,146188,145964
149767,"PENTIRE",145,146188,145964
149768,"PENTIRE",145,147943,147823
149770,"PENTIRE POINT",145,147943,147823
149769,"PENTIRE POINT",145,146188,145964
186129,"PENTLAND FIRTH",145,147043,145963
150022,"PENZANCE",145,147944,147823
150021,"PENZANCE",145,146189,145964
150023,"PEPEL",145,146798,147823
186130,"PEPPERCOMBE",145,146184,145964
186131,"PEPPERCOMBE",145,147903,147823
147649,"PERNAMBUCO",145,146411,147823
147675,"PERROS GUIREC",145,146807,147823
151189,"PERSIAN GULF",145,146884,145963
150026,"PERTH (TAYSIDE)",145,147353,147823
150025,"PERTH (TAYSIDE)",145,147352,145964
146483,"PERTH (WESTERN AUSTRALIA)",145,146479,145964
146484,"PERTH (WESTERN AUSTRALIA)",145,146480,147823
146359,"PERU",145,146358,147823
184891,"PERVENCHES",145,146709,147823
149883,"PETERBOROUGH",145,147864,147823
149884,"PETERBOROUGH",145,146131,145964
186132,"PETERHEAD",145,147278,145964
186133,"PETERHEAD",145,147279,147823
146203,"PETERSBURG (ALASKA)",145,146029,147823
146284,"PETERSBURG (NEW JERSEY)",145,146072,147823
186134,"PETERSBURG (VIRGINIA)",145,146113,147823
186136,"PETTYCUR",145,147328,147823
186135,"PETTYCUR",145,147327,145964
146357,"PHILADELPHIA",145,146108,147823
147631,"PHILIPPINES",145,145985,147823
147633,"PHILIPPINES",145,145964,145964
147650,"PIAUI",145,146411,147823
146822,"PICARDIE",145,146709,147823
184809,"PICTON",145,146068,147823
186137,"PICTOU",145,146090,147823
149924,"PIEL",145,146135,145964
149923,"PIEL",145,147867,147823
150028,"PIETARSAARI",145,146792,147823
191791,"PILL",145,147887,147823
181904,"PILL",145,146155,145964
148864,"PINANG",145,150745,147823
148865,"PINANG",145,145964,145964
186138,"PIOMBINO",145,146793,147823
148934,"PIRAEUS",145,146585,147823
146858,"PIRNA",145,146650,147823
186139,"PISA",145,146793,147823
148218,"PISAGUA",145,148215,147823
202839,"PISCATAQUA RIVER",145,146985,145963
150029,"PITEA",145,185959,147823
182488,"PITTENWEEM",145,147327,145964
182489,"PITTENWEEM",145,147328,147823
186045,"PIURA",145,146359,147823
197153,"PLOCE",145,147407,147823
150030,"PLYMOUTH (DEVON)",145,147904,147823
150031,"PLYMOUTH (DEVON)",145,146183,145964
149645,"PLYMOUTH (MONTSERRAT)",145,146525,145964
150032,"POINT DE GALLE",145,146696,145964
150033,"POINT DE GALLE",145,146697,147823
186141,"POINT OF AYR",145,148330,147823
186140,"POINT OF AYR",145,148329,145964
150034,"POINTE A PIERRE",145,146631,145964
146880,"POINTE A PITRE",145,146879,145964
186142,"POINTE DE CROISIC",145,146821,147823
146823,"POITOU CHARENTES",145,146709,147823
146360,"POLAND",145,145986,147823
150037,"POLKERRIS",145,146189,145964
150038,"POLKERRIS",145,147944,147823
150039,"POLPERRO",145,147944,147823
150040,"POLPERRO",145,146189,145964
149771,"POLRUAN",145,146188,145964
149772,"POLRUAN",145,147943,147823
147508,"POMARAO",145,147507,147823
186143,"POMARON",145,146768,147823
150041,"PONCE",145,146507,145964
149111,"PONT AUDEMER",145,146811,147823
186144,"PONT L'ABBE",145,146807,147823
186145,"PONTORSON",145,146803,147823
147676,"PONTRIEUX",145,146807,147823
148490,"POOLE",145,147869,147823
148489,"POOLE",145,146137,145964
146789,"PORI",145,146355,147823
186147,"PORLOCK",145,147887,147823
186146,"PORLOCK",145,146155,145964
150014,"PORNIC",145,146821,147823
149803,"PORSGRUNN",145,150477,147823
150042,"PORT ARTHUR (TASMANIA)",145,146607,145964
150043,"PORT ARTHUR (TASMANIA)",145,146608,147823
146468,"PORT ARTHUR (TEXAS)",145,146111,147823
149004,"PORT AU PRINCE",145,146556,145964
147255,"PORT BREIRA",145,147249,147823
184853,"PORT DINORWIC",145,147204,147823
184811,"PORT DINORWIC",145,147203,145964
146665,"PORT ELIZABETH (EASTERN CAPE)",145,150804,147823
146285,"PORT ELIZABETH (NEW JERSEY)",145,146072,147823
186148,"PORT EN BESSIN HUPPAIN",145,146803,147823
191751,"PORT ERROLL",145,191749,147823
181894,"PORT ERROLL",145,181893,145964
150623,"PORT EVERGLADES",145,146044,147823
148383,"PORT GAVERNE",145,147943,147823
148384,"PORT GAVERNE",145,146188,145964
149744,"PORT HARCOURT",145,146826,147823
149774,"PORT ISAAC",145,147943,147823
149773,"PORT ISAAC",145,146188,145964
147677,"PORT LAUNEY",145,146807,147823
150045,"PORT LINCOLN",145,146447,147823
150044,"PORT LINCOLN",145,146446,145964
186149,"PORT LOUIS",145,149575,145964
182306,"PORT MULGRAVE",145,146153,145964
182307,"PORT MULGRAVE",145,147885,147823
150046,"PORT NOLLOTH",145,150823,147823
150047,"PORT OF SPAIN",145,146631,145964
150049,"PORT PHILIP",145,146474,147823
150048,"PORT PHILIP",145,146473,145964
150051,"PORT PIRIE",145,146446,145964
150050,"PORT PIRIE",145,146447,147823
149274,"PORT ROYAL",145,146558,145964
146757,"PORT SAID",145,146755,147823
191681,"PORT ST MARY",145,177998,147823
181934,"PORT ST MARY",145,148252,145964
146767,"PORT STANLEY (FALKLAND ISLANDS)",145,146766,145964
146345,"PORT STANLEY (ONTARIO)",145,146068,147823
186151,"PORT SUNLIGHT",145,147883,147823
186150,"PORT SUNLIGHT",145,146151,145964
150052,"PORT TALBOT",145,147756,145964
150053,"PORT TALBOT",145,147757,147823
146824,"PORT VENDRES",145,146709,147823
187033,"PORT WILLIAM",145,147324,147823
181898,"PORT WILLIAM",145,147323,145964
191525,"PORTAFERRY",145,186002,147823
181933,"PORTAFERRY",145,148498,145964
149963,"PORTCHESTER",145,147876,147823
149964,"PORTCHESTER",145,146144,145964
186152,"PORTGORDON",145,147278,145964
186153,"PORTGORDON",145,147279,147823
186154,"PORTH",145,146188,145964
186155,"PORTH",145,147943,147823
150054,"PORTHALLOW",145,147944,147823
150055,"PORTHALLOW",145,146189,145964
150057,"PORTHCAWL",145,147448,147823
150056,"PORTHCAWL",145,147447,145964
148558,"PORTHGAIN",145,147268,147823
148557,"PORTHGAIN",145,147267,145964
150058,"PORTHLEVEN",145,147944,147823
150059,"PORTHLEVEN",145,146189,145964
148140,"PORTHMADOC",145,147204,147823
148139,"PORTHMADOC",145,147203,145964
150061,"PORTHOUSTOCK",145,147944,147823
150060,"PORTHOUSTOCK",145,146189,145964
147911,"PORTISHEAD",145,147863,147823
147399,"PORTISHEAD",145,146130,145964
191670,"PORTKNOCKIE",145,190353,147823
181867,"PORTKNOCKIE",145,181866,145964
147987,"PORTLAND (DORSET)",145,147869,147823
146383,"PORTLAND (DORSET)",145,146137,145964
146232,"PORTLAND (MAINE)",145,146064,147823
146384,"PORTLAND (NORTH ISLAND)",145,146010,145964
146385,"PORTLAND (NORTH ISLAND)",145,146325,147823
146351,"PORTLAND (OREGON)",145,146095,147823
146386,"PORTLAND (TEXAS)",145,146111,147823
150062,"PORTLAND (VICTORIA)",145,146473,145964
150063,"PORTLAND (VICTORIA)",145,146474,147823
148496,"PORTLAND HARBOUR",145,146137,145964
148495,"PORTLAND HARBOUR",145,147869,147823
150083,"PORTLOE",145,146189,145964
150084,"PORTLOE",145,147944,147823
186157,"PORTMAHOMACK",145,147753,147823
186156,"PORTMAHOMACK",145,147752,145964
184814,"PORTMAN",145,149667,147823
186158,"PORTO ALEGRE",145,146411,147823
183103,"PORTOBELLO (EAST SUSSEX)",145,146139,145964
183728,"PORTOBELLO (EAST SUSSEX)",145,147871,147823
183102,"PORTOBELLO (LOTHIAN)",145,148522,145964
183729,"PORTOBELLO (LOTHIAN)",145,148523,147823
150103,"PORTOFERRAIO",145,146793,147823
184622,"PORTPATRICK",145,147323,145964
184623,"PORTPATRICK",145,147324,147823
149776,"PORTREATH",145,147943,147823
149775,"PORTREATH",145,146188,145964
186159,"PORTRUSH",145,147331,145964
186160,"PORTRUSH",145,147332,147823
147678,"PORTSALL",145,146807,147823
148464,"PORTSALON",145,191543,147823
148463,"PORTSALON",145,182824,145964
182429,"PORTSEA (AUSTRALIA)",145,146473,145964
182430,"PORTSEA (AUSTRALIA)",145,146474,147823
182428,"PORTSEA (HAMPSHIRE)",145,147876,147823
182427,"PORTSEA (HAMPSHIRE)",145,146144,145964
148609,"PORTSLADE BY SEA",145,147871,147823
148610,"PORTSLADE BY SEA",145,146139,145964
148461,"PORTSMOUTH (DOMINICA)",145,146545,145964
149070,"PORTSMOUTH (HAMPSHIRE)",145,146144,145964
149069,"PORTSMOUTH (HAMPSHIRE)",145,147876,147823
149686,"PORTSMOUTH (NEW HAMPSHIRE)",145,146106,147823
146302,"PORTSMOUTH (NORTH CAROLINA)",145,146081,147823
146389,"PORTSMOUTH (RHODE ISLAND)",145,146109,147823
146475,"PORTSMOUTH (VIRGINIA)",145,146113,147823
150104,"PORTSOY",145,147278,145964
150105,"PORTSOY",145,147279,147823
146349,"PORTUGAL",145,145986,147823
190289,"PORTYERROCK",145,147324,147823
190288,"PORTYERROCK",145,147323,145964
185835,"PORVOO",145,181277,147823
191691,"POULTON",145,147883,147823
181891,"POULTON",145,146151,145964
149265,"POZZUOLI",145,146653,147823
150123,"PRAWLE POINT",145,146183,145964
150124,"PRAWLE POINT",145,147904,147823
186162,"PREESALL",145,147881,147823
186161,"PREESALL",145,146149,145964
186073,"PRESIDIOS",145,146611,147823
149443,"PRESTON",145,147881,147823
149442,"PRESTON",145,146149,145964
191775,"PRESTONPANS",145,191774,147823
183367,"PRESTONPANS",145,183319,145964
151463,"PRINCE EDWARD ISLAND",145,145964,145964
146091,"PRINCE EDWARD ISLAND",145,146026,147823
148231,"PROVENCE ALPES COTE D'AZUR",145,146709,147823
148448,"PROVIDENCE (DEMERARA)",145,148445,147823
146390,"PROVIDENCE (RHODE ISLAND)",145,146109,147823
184816,"PROVIDENCIALES",145,146877,145964
150125,"PUERTO CABELLO",145,146415,147823
146835,"PUERTO DEL ROSARIO",145,146834,145964
146749,"PUERTO PLATA",145,146555,145964
146507,"PUERTO RICO",145,146503,145964
150126,"PUGET SOUND",145,146883,145963
146332,"PUGWASH",145,146090,147823
150983,"PULICAT LAKE",145,146883,145963
186066,"PUNTA ARENAS",145,186065,147823
148012,"PURFLEET",145,147872,147823
146173,"PURFLEET",145,146140,145964
186163,"PUTTERSHOEK",145,148440,147823
150424,"PWLLHELI",145,147204,147823
150423,"PWLLHELI",145,147203,145964
151486,"QATAR",145,145985,147823
146092,"QUEBEC",145,146026,147823
186164,"QUEENBOROUGH",145,146148,145964
186165,"QUEENBOROUGH",145,147880,147823
148338,"QUEENSFERRY",145,147328,147823
148337,"QUEENSFERRY",145,147327,145964
146423,"QUEENSLAND",145,146008,145964
146424,"QUEENSLAND",145,146323,147823
150128,"QUEENSTOWN",145,146046,147823
147679,"QUIBERON",145,146807,147823
147680,"QUIMPER",145,146807,147823
149331,"RAINHAM",145,147880,147823
149309,"RAINHAM",145,146148,145964
178002,"RAMSEY",145,177998,147823
149227,"RAMSEY",145,148252,145964
149332,"RAMSGATE",145,147880,147823
149310,"RAMSGATE",145,146148,145964
186445,"RANDERS",145,146587,147823
149658,"RANGOON",145,146946,147823
191631,"RAVENGLASS",145,147867,147823
181868,"RAVENGLASS",145,146135,145964
186166,"RAVENSCAR",145,146153,145964
186167,"RAVENSCAR",145,147885,147823
150024,"RECIFE",145,147649,147823
145999,"RED SEA",145,145983,145963
149071,"REDBRIDGE",145,146144,145964
149072,"REDBRIDGE",145,147876,147823
148315,"REDCAR",145,147547,147823
148316,"REDCAR",145,147546,145964
147681,"REDON",145,146807,147823
149112,"REGNEVILLE",145,146811,147823
147473,"REGNEVILLE SUR MER",145,146803,147823
150324,"REQUEJADA",145,146611,147823
191438,"REUNION",145,186242,147823
191437,"REUNION",145,145964,145964
146394,"REYKJAVIK",145,146393,147823
146391,"REYKJAVIK",145,146009,145964
146109,"RHODE ISLAND",145,186097,147823
148339,"RHYL",145,148329,145964
148340,"RHYL",145,148330,147823
148781,"RIBADEO",145,148387,147823
186168,"RIBE",145,146443,147823
149311,"RICHBOROUGH",145,146148,145964
149333,"RICHBOROUGH",145,147880,147823
149683,"RICHIBUCTO",145,146088,147823
146058,"RICHMOND (BRITISH COLUMBIA)",145,146055,147823
146076,"RICHMOND (CALIFORNIA)",145,146074,147823
146408,"RICHMOND (KWAZULU NATAL)",145,148541,147823
146291,"RICHMOND (NEW YORK)",145,146066,147823
146403,"RICHMOND (SOUTH ISLAND)",145,146011,145964
146404,"RICHMOND (SOUTH ISLAND)",145,146326,147823
150723,"RICHMOND (ST VINCENT)",145,146548,145964
146405,"RICHMOND (VIRGINIA)",145,146113,147823
186169,"RICHMOND UPON THAMES",145,146243,145964
186170,"RICHMOND UPON THAMES",145,147889,147823
186516,"RIDHAM DOCK",145,146148,145964
186517,"RIDHAM DOCK",145,147880,147823
146410,"RIGA",145,146409,147823
146765,"RIGULDI",145,146763,147823
184892,"RIGWALD",145,184748,184748
150131,"RIJEKA",145,147407,147823
186036,"RINGKOBING",145,146443,147823
146412,"RIO DE JANEIRO",145,146411,147823
150132,"RIO GRANDE",145,147650,147823
147651,"RIO GRANDE DO SUL",145,146411,147823
148683,"RIO MUNI",145,148682,147823
149804,"RISOR",145,150463,147823
146985,"RIVER",145,145963,145963
181869,"RIVER ALT",145,146985,145963
186171,"RIVER AMAZON",145,146985,145963
186172,"RIVER AVON",145,146985,145963
181881,"RIVER AXE",145,146985,145963
146986,"RIVER BERBICE",145,146985,145963
150133,"RIVER CHARENTE",145,146985,145963
146987,"RIVER CLYDE",145,146985,145963
146988,"RIVER COLNE",145,146985,145963
146989,"RIVER CONGO",145,146985,145963
146990,"RIVER CUCKMERE",145,146985,145963
185876,"RIVER DANUBE",145,146985,145963
186173,"RIVER DEE",145,146985,145963
146991,"RIVER DEMERARA",145,146985,145963
146992,"RIVER DEVA",145,146985,145963
146993,"RIVER ELBE",145,146985,145963
146994,"RIVER ESSEQUIBO",145,146985,145963
186174,"RIVER EXE",145,146985,145963
186175,"RIVER FORTH",145,146985,145963
186176,"RIVER GAMBIA",145,146985,145963
146995,"RIVER GANNEL",145,146985,145963
146996,"RIVER HAMBLE",145,146985,145963
146997,"RIVER HELFORD",145,146985,145963
146998,"RIVER HUMBER",145,146985,145963
184914,"RIVER MEDINA",145,146985,145963
146999,"RIVER MEDWAY",145,146985,145963
147000,"RIVER MERSEY",145,146985,145963
150903,"RIVER MIRAMICHI",145,146985,145963
150134,"RIVER NIGER",145,146985,145963
184883,"RIVER NILE",145,146985,145963
147001,"RIVER ORWELL",145,146985,145963
186177,"RIVER OUSE",145,146985,145963
147002,"RIVER PLATE",145,146985,145963
183329,"RIVER RIBBLE",145,146985,145963
147003,"RIVER SEINE",145,146985,145963
192358,"RIVER SEVERN",145,146985,145963
150210,"RIVER SHANNON",145,146985,145963
186178,"RIVER SWALE",145,146985,145963
147005,"RIVER TEES",145,146985,145963
147006,"RIVER THAMES",145,146985,145963
147004,"RIVER TRENT",145,146985,145963
147007,"RIVER TYNE",145,146985,145963
186179,"RIVER WEAR",145,146985,145963
186180,"RIVER YARE",145,146985,145963
147008,"RIVER YEALM",145,146985,145963
149805,"ROAN",145,146330,147823
186182,"ROBIN HOODS BAY",145,147885,147823
186181,"ROBIN HOODS BAY",145,146153,145964
150035,"ROCHEFORT",145,146823,147823
149334,"ROCHESTER",145,147880,147823
149312,"ROCHESTER",145,146148,145964
148013,"ROCHFORD",145,147872,147823
146174,"ROCHFORD",145,146140,145964
149778,"ROCK",145,146188,145964
149777,"ROCK",145,147943,147823
186184,"ROCK FERRY",145,147883,147823
186183,"ROCK FERRY",145,146151,145964
186186,"RODBYHAVN",145,186049,145964
186185,"RODBYHAVN",145,186048,147823
150474,"ROGALAND",145,146330,147823
186187,"ROGERSTONE",145,148283,145964
186188,"ROGERSTONE",145,148284,147823
146413,"ROMANIA",145,145986,147823
186190,"ROMNEY",145,147880,147823
186189,"ROMNEY",145,146148,145964
147624,"RONNE",145,146645,147823
149564,"ROSARIO (MARANHAO)",145,147645,147823
150137,"ROSARIO (SANTA FE)",145,146421,147823
147682,"ROSCOFF",145,146807,147823
148462,"ROSEAU",145,146545,145964
191752,"ROSEHEARTY",145,191749,147823
183357,"ROSEHEARTY",145,181893,145964
186192,"ROSKILDE",145,146745,145964
186191,"ROSKILDE",145,146444,147823
186195,"ROSS",145,147324,147823
186194,"ROSS",145,147323,145964
148179,"ROSS SEA",145,145994,145963
149577,"ROSTOCK",145,146856,147823
151103,"ROSTOV",145,146336,147823
151104,"ROSTOV",145,146337,147823
186196,"ROSTREVOR",145,148498,145964
186197,"ROSTREVOR",145,186002,147823
186198,"ROSYTH",145,147327,145964
186199,"ROSYTH",145,147328,147823
182321,"ROTHERHAM",145,182319,147823
182320,"ROTHERHAM",145,182318,145964
148275,"ROTHERHITHE",145,147874,147823
148276,"ROTHERHITHE",145,146142,145964
182235,"ROTHESAY",145,182233,147823
182234,"ROTHESAY",145,182232,145964
150138,"ROTTERDAM",145,148440,147823
148612,"ROTTINGDEAN",145,147871,147823
148611,"ROTTINGDEAN",145,146139,145964
149113,"ROUEN",145,146811,147823
186201,"ROUSAY",145,147694,145964
186202,"ROUSAY",145,147695,147823
186200,"ROUSAY",145,147693,145964
150139,"ROZENBURG",145,148440,147823
186204,"RUDKOBING",145,185752,145964
186203,"RUDKOBING",145,185751,147823
149610,"RUNCORN",145,146132,145964
149609,"RUNCORN",145,147865,147823
186205,"RUNSWICK",145,146153,145964
186206,"RUNSWICK",145,147885,147823
146337,"RUSSIA",145,145985,147823
146336,"RUSSIA",145,145986,147823
149229,"RYDE",145,146146,145964
149228,"RYDE",145,147878,147823
148614,"RYE",145,147871,147823
148613,"RYE",145,146139,145964
146077,"SACRAMENTO",145,146074,147823
149647,"SAFI",145,146687,147823
150144,"SAGUNTO",145,147286,147823
184960,"SAINT MARTIN DE RE",145,146813,147823
148941,"SALAMIS",145,145964,145964
148940,"SALAMIS",145,146585,147823
150304,"SALCOMBE",145,147904,147823
150303,"SALCOMBE",145,146183,145964
186208,"SALDANHA BAY",145,146883,145963
146859,"SALDER",145,146650,147823
146263,"SALEM (MASSACHUSETTS)",145,146053,147823
146286,"SALEM (NEW JERSEY)",145,146072,147823
150146,"SALO (LOMBARDY)",145,149263,147823
150145,"SALO (TURKU)",145,146790,147823
149841,"SALOINEN",145,146787,147823
186209,"SALOU",145,148257,147823
149181,"SALT END",145,147877,147823
149180,"SALT END",145,146145,145964
184923,"SALTA CABELLO",145,146611,147823
150148,"SALTASH",145,146189,145964
150147,"SALTASH",145,147944,147823
149506,"SALTFLEET",145,146150,145964
149505,"SALTFLEET",145,147882,147823
147246,"SALVADOR",145,147247,147823
150150,"SAMARINDA",145,149210,145964
150149,"SAMARINDA",145,150788,147823
186210,"SAMSO",145,146443,147823
150152,"SAMSUN",145,146841,147823
150151,"SAMSUN",145,146840,147823
186211,"SAN CARLOS",145,146611,147823
146078,"SAN DIEGO",145,146074,147823
146079,"SAN FRANCISCO (CALIFORNIA)",145,146074,147823
149543,"SAN FRANCISCO (LUZON)",145,149541,147823
149542,"SAN FRANCISCO (LUZON)",145,149540,145964
146416,"SAN FRANCISCO (VENEZUELA)",145,146415,147823
150153,"SAN JUAN",145,146507,145964
150154,"SAN JUAN ISLAND",145,146051,147823
196559,"SAN LORENZO",145,147244,147823
146656,"SAN LUCA",145,146654,147823
186212,"SAN MIGUEL",145,147312,145964
146419,"SAN NICOLAS (ARGENTINA)",145,146418,147823
146417,"SAN NICOLAS (PERU)",145,146359,147823
149491,"SAN REMO",145,148843,147823
146610,"SAN SALVADOR (BAHAMAS)",145,146561,145964
150846,"SAN SALVADOR (EL SALVADOR)",145,150845,147823
147466,"SAN SEBASTIAN (BASQUE)",145,147464,147823
149616,"SAN SEBASTIAN (MEXICO)",145,147223,147823
186214,"SAN SEBASTIAN (TIERRA DEL FUEGO)",145,186213,147823
146868,"SAN SEBASTIAN DE LA GOMERA",145,146867,145964
185948,"SANDARNE",145,185947,147823
186215,"SANDAY",145,147693,145964
186216,"SANDAY",145,147694,145964
186217,"SANDAY",145,147695,147823
149806,"SANDEFJORD",145,150480,147823
192706,"SANDSEND",145,146153,145964
192707,"SANDSEND",145,147885,147823
149335,"SANDWICH",145,147880,147823
149313,"SANDWICH",145,146148,145964
147308,"SANLUCAR DE BARRAMEDA",145,147288,147823
147309,"SANLUCAR DE GUADIANA",145,147288,147823
186218,"SANNESUND",145,150473,147823
147652,"SANTA CATARINA",145,146411,147823
146420,"SANTA CRUZ (ARGENTINA)",145,146418,147823
146080,"SANTA CRUZ (CALIFORNIA)",145,146074,147823
149425,"SANTA CRUZ DE LA PALMA",145,148227,145964
150156,"SANTA CRUZ DE TENERIFE",145,148228,145964
146728,"SANTA CRUZ DEL SUR",145,146506,145964
146421,"SANTA FE",145,146418,147823
149556,"SANTA MARTA",145,146700,147823
149617,"SANTA ROSALIA",145,150883,147823
148235,"SANTANDER",145,148233,147823
146729,"SANTIAGO DE CUBA",145,146506,145964
146750,"SANTO DOMINGO",145,146555,145964
150157,"SANTOS",145,147653,147823
147653,"SAO PAULO",145,146411,147823
146751,"SAONA ISLAND",145,146555,145964
150158,"SAPELO ISLAND",145,146062,147823
146683,"SARDINIA",145,145964,145964
146684,"SARDINIA",145,146636,147823
149807,"SARPSBORG",145,150473,147823
147683,"SARZEAU",145,146807,147823
197161,"SASSANDRA",145,151243,147823
151483,"SAUDI ARABIA",145,145985,147823
148559,"SAUNDERSFOOT",145,147267,145964
148560,"SAUNDERSFOOT",145,147268,147823
181873,"SAVANNA LA MAR",145,146558,145964
146761,"SAVANNAH (ELEUTHERA)",145,146565,145964
146221,"SAVANNAH (GEORGIA)",145,146062,147823
146875,"SAVANNAH (GRAND CAYMAN)",145,146563,145964
149492,"SAVONA",145,148843,147823
149829,"SCAPA",145,147694,145964
149828,"SCAPA",145,147693,145964
149830,"SCAPA",145,147695,147823
185788,"SCAPA FLOW",145,185787,145963
146233,"SCARBOROUGH (MAINE)",145,146064,147823
148124,"SCARBOROUGH (NORTH YORKSHIRE)",145,147885,147823
146422,"SCARBOROUGH (NORTH YORKSHIRE)",145,146153,145964
146346,"SCARBOROUGH (ONTARIO)",145,146068,147823
146426,"SCARBOROUGH (QUEENSLAND)",145,146424,147823
146425,"SCARBOROUGH (QUEENSLAND)",145,146423,145964
150159,"SCARBOROUGH (TOBAGO)",145,146632,145964
197167,"SCHEVENINGEN",145,150377,147823
150160,"SCHIEDAM",145,148440,147823
146860,"SCHLESWIG HOLSTEIN",145,146650,147823
147163,"SCOTLAND",145,146622,145964
147167,"SCOTLAND",145,147165,147823
145983,"SEA",145,145963,145963
146003,"SEA OF JAPAN",145,151325,145963
151168,"SEA OF MARMARA",145,145983,145963
146004,"SEA OF OKHOTSK",145,151325,145963
150164,"SEAHAM",145,146138,145964
150162,"SEAHAM",145,147870,147823
191717,"SEAHOUSES",145,147886,147823
181900,"SEAHOUSES",145,146154,145964
184821,"SEARSPORT",145,146064,147823
148144,"SEATON (DEVON)",145,147904,147823
146428,"SEATON (DEVON)",145,146183,145964
148125,"SEATON (NORTHUMBERLAND)",145,147886,147823
146427,"SEATON (NORTHUMBERLAND)",145,146154,145964
186219,"SEATON SLUICE",145,146154,145964
186220,"SEATON SLUICE",145,147886,147823
146429,"SEATTLE",145,146051,147823
149230,"SEAVIEW",145,146146,145964
149231,"SEAVIEW",145,147878,147823
197289,"SECHENDORF",145,146860,147823
205542,"SEJERO",145,186231,145964
205543,"SEJERO",145,186230,147823
150183,"SELBY",145,147885,147823
150184,"SELBY",145,146153,145964
150204,"SELSEY",145,146158,145964
150203,"SELSEY",145,147891,147823
149284,"SEMARANG",145,147433,145964
150786,"SEMARANG",145,150763,147823
146734,"SENEGAL",145,185944,147823
149780,"SENNON COVE",145,147943,147823
149779,"SENNON COVE",145,146188,145964
151126,"SERBIA",145,151125,147823
186221,"SERVOLA",145,146636,147823
149424,"SETE",145,146816,147823
150106,"SETUBAL",145,146349,147823
181896,"SEVASTOPOL",145,146342,147823
147310,"SEVILLE",145,147288,147823
150205,"SFAX",145,149387,147823
148277,"SHADWELL",145,147874,147823
148278,"SHADWELL",145,146142,145964
150207,"SHALDON",145,147904,147823
150206,"SHALDON",145,146183,145964
184916,"SHALLON",145,184748,184748
146692,"SHANGHAI",145,146689,147823
150209,"SHANNON",145,191559,147823
150208,"SHANNON",145,182835,145964
186222,"SHAPINSAY",145,147693,145964
186223,"SHAPINSAY",145,147694,145964
186224,"SHAPINSAY",145,147695,147823
148878,"SHARPNESS",145,146141,145964
148879,"SHARPNESS",145,147873,147823
149314,"SHEERNESS",145,146148,145964
149336,"SHEERNESS",145,147880,147823
148014,"SHELL HAVEN",145,147872,147823
146175,"SHELL HAVEN",145,146140,145964
149749,"SHERINGHAM",145,146152,145964
149748,"SHERINGHAM",145,147884,147823
148131,"SHETLAND ISLES",145,147163,145964
148132,"SHETLAND ISLES",145,147167,147823
148133,"SHETLAND ISLES",145,145964,145964
186226,"SHIELDS",145,147890,147823
186225,"SHIELDS",145,146157,145964
186228,"SHOEBURYNESS",145,147872,147823
186227,"SHOEBURYNESS",145,146140,145964
150230,"SHOREHAM BY SEA",145,146158,145964
150229,"SHOREHAM BY SEA",145,147891,147823
147258,"SICILY",145,146636,147823
147257,"SICILY",145,145964,145964
150236,"SIDMOUTH",145,147904,147823
150235,"SIDMOUTH",145,146183,145964
146798,"SIERRA LEONE",145,185944,147823
148423,"SILLOTH",145,146135,145964
148421,"SILLOTH",145,147867,147823
150238,"SINGAPORE",145,145964,145964
150237,"SINGAPORE",145,145985,147823
148938,"SIROS",145,148936,145964
148935,"SIROS",145,148937,147823
149337,"SITTINGBOURNE",145,147880,147823
149315,"SITTINGBOURNE",145,146148,145964
146745,"SJAELLAND",145,145964,145964
146444,"SJAELLAND",145,146443,147823
186229,"SJOVEGAN",145,146330,147823
186232,"SKAELSOR",145,186230,147823
186233,"SKAELSOR",145,186231,145964
185997,"SKAGERRAK",145,147043,145963
185005,"SKANE",145,146340,147823
186234,"SKARABORG",145,146340,147823
191776,"SKATERAW",145,191774,147823
183320,"SKATERAW",145,183319,145964
148083,"SKEGNESS",145,147882,147823
146445,"SKEGNESS",145,146150,145964
150241,"SKELLEFTEA",145,146340,147823
186235,"SKERRIES",145,148508,145964
186236,"SKERRIES",145,148509,147823
149808,"SKIEN",145,150477,147823
150242,"SKIKDA",145,147249,147823
181935,"SKILLINGE",145,146340,147823
183181,"SKINNINGROVE",145,147546,145964
191487,"SKINNINGROVE",145,147547,147823
